"Id","ObjectId","Territory2Id","AssociationCause","KeyPrefix","IsDeleted","LastModifiedDate","LastModifiedById","SystemModstamp"
"0JB8a00000AewlzGAB","0018a00002FL6IlAAL","0MI8a0000004gDZGAY","Territory2AssignmentRule","001","0","2023-03-30 00:14:12","0058a00000MNWtPAAX","2023-03-30 00:14:12"
"0JB8a00000AexFsGAJ","0018a00002FLCnLAAX","0MI8a0000004gDUGAY","Territory2AssignmentRule","001","0","2023-03-30 20:20:23","0058a00000MNWtKAAX","2023-03-30 20:20:23"
"0JB8a00000AexHjGAJ","0018a00002FLD2zAAH","0MI8a0000004gDUGAY","Territory2AssignmentRule","001","0","2023-03-30 21:02:14","0058a00000MNWtKAAX","2023-03-30 21:02:14"
"0JB8a00000AexTnGAJ","0018a00002FLHYZAA5","0MI8a0000004gDeGAI","Territory2AssignmentRule","001","0","2023-03-31 15:30:43","0058a00000MNWtZAAX","2023-03-31 15:30:43"
"0JB8a00000AexU7GAJ","0018a00002FLIIhAAP","0MI8a0000004gDeGAI","Territory2AssignmentRule","001","0","2023-03-31 15:37:21","0058a00000MNWtZAAX","2023-03-31 15:37:21"
"0JB8a00000AexfoGAB","0018a00002FLJyLAAX","0MI8a0000004gDZGAY","Territory2AssignmentRule","001","0","2023-03-31 20:03:00","0058a00000MNWtPAAX","2023-03-31 20:03:00"
"0JB8a00000Aey1AGAR","0018a00002FLakDAAT","0MI8a0000004gDUGAY","Territory2AssignmentRule","001","0","2023-04-03 16:53:50","0058a00000MNWtKAAX","2023-04-03 16:53:50"
"0JB8a00000Aey3zGAB","0018a00002FLbR5AAL","0MI8a0000004gDUGAY","Territory2AssignmentRule","001","0","2023-04-03 18:13:05","0058a00000MNWtKAAX","2023-04-03 18:13:05"
"0JB8a00000Aey49GAB","0018a00002FLbSNAA1","0MI8a0000004gDUGAY","Territory2AssignmentRule","001","0","2023-04-03 18:15:33","0058a00000MNWtKAAX","2023-04-03 18:15:33"
"0JB8a00000Aey4EGAR","0018a00002FLbIzAAL","0MI8a0000004gDUGAY","Territory2AssignmentRule","001","0","2023-04-03 18:17:23","0058a00000MNWtKAAX","2023-04-03 18:17:23"
"0JB8a00000Aey4OGAR","0018a00002FLbTpAAL","0MI8a0000004gDUGAY","Territory2AssignmentRule","001","0","2023-04-03 18:18:44","0058a00000MNWtKAAX","2023-04-03 18:18:44"
"0JB8a00000Aey4YGAR","0018a00002FLbVHAA1","0MI8a0000004gDUGAY","Territory2AssignmentRule","001","0","2023-04-03 18:22:15","0058a00000MNWtKAAX","2023-04-03 18:22:15"
"0JB8a00000Aey5gGAB","0018a00002FLbe7AAD","0MI8a0000004gDPGAY","Territory2AssignmentRule","001","0","2023-04-03 18:42:09","0058a00000MNWteAAH","2023-04-03 18:42:09"
"0JB8a00000AeyURGAZ","0018a00002FLj12AAD","0MI8a0000004gDUGAY","Territory2AssignmentRule","001","0","2023-04-04 17:07:21","0058a00000MNWtKAAX","2023-04-04 17:07:21"
"0JB8a00000AeyUvGAJ","0018a00002FLj1gAAD","0MI8a0000004gDUGAY","Territory2AssignmentRule","001","0","2023-04-04 17:08:40","0058a00000MNWtKAAX","2023-04-04 17:08:40"
"0JB8a00000Af1f1GAB","0018a00002FMpQuAAL","0MI8a0000004gDUGAY","Territory2AssignmentRule","001","0","2023-04-13 21:06:49","0058a00000MNWtKAAX","2023-04-13 21:06:49"
"0JB8a00000Af1fVGAR","0018a00002FMpUrAAL","0MI8a0000004gDUGAY","Territory2AssignmentRule","001","0","2023-04-13 21:15:57","0058a00000MNWtKAAX","2023-04-13 21:15:57"
"0JB8a00000Af1wcGAB","0018a00002FMuxdAAD","0MI8a0000004gDeGAI","Territory2AssignmentRule","001","0","2023-04-14 16:16:55","0058a00000MNWtZAAX","2023-04-14 16:16:55"
"0JB8a00000Af1x6GAB","0018a00002FMv0rAAD","0MI8a0000004gDeGAI","Territory2AssignmentRule","001","0","2023-04-14 16:27:12","0058a00000MNWtZAAX","2023-04-14 16:27:12"
"0JB8a00000Af1xBGAR","0018a00002FMv29AAD","0MI8a0000004gDeGAI","Territory2AssignmentRule","001","0","2023-04-14 16:31:38","0058a00000MNWtZAAX","2023-04-14 16:31:38"
"0JB8a00000Af1xQGAR","0018a00002FMv0dAAD","0MI8a0000004gDeGAI","Territory2AssignmentRule","001","0","2023-04-14 16:39:00","0058a00000MNWtZAAX","2023-04-14 16:39:00"
"0JB8a00000Cv2CjGAJ","0018a00002G49acAAB","0MI8a0000004gDPGAY","Territory2AssignmentRule","001","0","2023-06-02 18:12:38","0058a00000MNWteAAH","2023-06-02 18:12:38"
"0JB8a00000Cv2lIGAR","0018a00002G4ZPlAAN","0MI8a0000004gDZGAY","Territory2AssignmentRule","001","0","2023-06-05 20:09:47","0058a00000MNWtFAAX","2023-06-05 20:09:47"
"0JB8a00000Cv2nTGAR","0018a00002G4aJ0AAJ","0MI8a0000004gDZGAY","Territory2AssignmentRule","001","0","2023-06-05 21:59:55","0058a00000MNWtFAAX","2023-06-05 21:59:55"
"0JB8a00000Cv4DSGAZ","0018a00002ISAwyAAH","0MI8a0000004gDPGAY","Territory2AssignmentRule","001","0","2023-06-09 16:12:13","0058a00000MNWteAAH","2023-06-09 16:12:13"
"0JB8a00000Cv4L2GAJ","0018a00002ISC6fAAH","0MI8a0000004gDPGAY","Territory2AssignmentRule","001","0","2023-06-09 18:25:37","0058a00000MNWteAAH","2023-06-09 18:25:37"
"0JB8a00000ErFV4GAN","0018a000020QLsxAAG","0MI8a0000004gDPGAY","Territory2AssignmentRule","001","0","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41"
"0JB8a00000ErFV5GAN","0018a000020QLsyAAG","0MI8a0000004gDPGAY","Territory2AssignmentRule","001","0","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41"
"0JB8a00000ErFV6GAN","0018a000020QLszAAG","0MI8a0000004gDPGAY","Territory2AssignmentRule","001","0","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41"
"0JB8a00000ErFV7GAN","0018a000020QLt2AAG","0MI8a0000004gDPGAY","Territory2AssignmentRule","001","0","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41"
"0JB8a00000ErFV8GAN","0018a000020QLt3AAG","0MI8a0000004gDPGAY","Territory2AssignmentRule","001","0","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41"
"0JB8a00000ErFV9GAN","0018a000020QLt4AAG","0MI8a0000004gDPGAY","Territory2AssignmentRule","001","0","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41"
"0JB8a00000ErFVAGA3","0018a000020QLt5AAG","0MI8a0000004gDPGAY","Territory2AssignmentRule","001","0","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41"
"0JB8a00000ErFVBGA3","0018a000020QLt6AAG","0MI8a0000004gDPGAY","Territory2AssignmentRule","001","0","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41"
"0JB8a00000ErFVCGA3","0018a000020QLt7AAG","0MI8a0000004gDPGAY","Territory2AssignmentRule","001","0","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41"
"0JB8a00000ErFVDGA3","0018a000020QLt8AAG","0MI8a0000004gDPGAY","Territory2AssignmentRule","001","0","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41"
"0JB8a00000ErFVEGA3","0018a000020QLt9AAG","0MI8a0000004gDPGAY","Territory2AssignmentRule","001","0","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41"
"0JB8a00000ErFVFGA3","0018a000020QLtAAAW","0MI8a0000004gDPGAY","Territory2AssignmentRule","001","0","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41"
"0JB8a00000ErFVGGA3","0018a000020QLtBAAW","0MI8a0000004gDPGAY","Territory2AssignmentRule","001","0","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41"
"0JB8a00000ErFVHGA3","0018a000020QLtCAAW","0MI8a0000004gDPGAY","Territory2AssignmentRule","001","0","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41"
"0JB8a00000ErFVIGA3","0018a000020QLtDAAW","0MI8a0000004gDPGAY","Territory2AssignmentRule","001","0","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41"
"0JB8a00000ErFVJGA3","0018a000020QLtEAAW","0MI8a0000004gDPGAY","Territory2AssignmentRule","001","0","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41"
"0JB8a00000ErFVKGA3","0018a000020QLtFAAW","0MI8a0000004gDPGAY","Territory2AssignmentRule","001","0","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41"
"0JB8a00000ErFVLGA3","0018a000020QLtGAAW","0MI8a0000004gDPGAY","Territory2AssignmentRule","001","0","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41"
"0JB8a00000ErFVMGA3","0018a000020QLtHAAW","0MI8a0000004gDPGAY","Territory2AssignmentRule","001","0","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41"
"0JB8a00000ErFVNGA3","0018a000020QLtIAAW","0MI8a0000004gDPGAY","Territory2AssignmentRule","001","0","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41"
"0JB8a00000ErFVOGA3","0018a000020QLtJAAW","0MI8a0000004gDPGAY","Territory2AssignmentRule","001","0","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41"
"0JB8a00000ErFVPGA3","0018a000020QLtKAAW","0MI8a0000004gDPGAY","Territory2AssignmentRule","001","0","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41"
"0JB8a00000ErFVQGA3","0018a000020QLtLAAW","0MI8a0000004gDPGAY","Territory2AssignmentRule","001","0","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41"
"0JB8a00000ErFVRGA3","0018a000020QLtMAAW","0MI8a0000004gDPGAY","Territory2AssignmentRule","001","0","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41"
"0JB8a00000ErFVSGA3","0018a000020QLtNAAW","0MI8a0000004gDPGAY","Territory2AssignmentRule","001","0","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41"
"0JB8a00000ErFVTGA3","0018a000020QLtOAAW","0MI8a0000004gDPGAY","Territory2AssignmentRule","001","0","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41"
"0JB8a00000ErFVUGA3","0018a000020QLtPAAW","0MI8a0000004gDPGAY","Territory2AssignmentRule","001","0","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41"
"0JB8a00000ErFVVGA3","0018a000020QLtQAAW","0MI8a0000004gDPGAY","Territory2AssignmentRule","001","0","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41"
"0JB8a00000ErFVWGA3","0018a000020QLtRAAW","0MI8a0000004gDPGAY","Territory2AssignmentRule","001","0","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41"
"0JB8a00000ErFVXGA3","0018a000020QLtSAAW","0MI8a0000004gDPGAY","Territory2AssignmentRule","001","0","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41"
"0JB8a00000ErFVYGA3","0018a000020QLtTAAW","0MI8a0000004gDPGAY","Territory2AssignmentRule","001","0","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41"
"0JB8a00000ErFVZGA3","0018a000020QLtUAAW","0MI8a0000004gDPGAY","Territory2AssignmentRule","001","0","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41"
"0JB8a00000ErFVaGAN","0018a000020QLtVAAW","0MI8a0000004gDPGAY","Territory2AssignmentRule","001","0","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41"
"0JB8a00000ErFVbGAN","0018a000020QLtWAAW","0MI8a0000004gDPGAY","Territory2AssignmentRule","001","0","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41"
"0JB8a00000ErFVcGAN","0018a000020QLtXAAW","0MI8a0000004gDPGAY","Territory2AssignmentRule","001","0","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41"
"0JB8a00000ErFVdGAN","0018a000020QLtYAAW","0MI8a0000004gDPGAY","Territory2AssignmentRule","001","0","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41"
"0JB8a00000ErFVeGAN","0018a000020QLtZAAW","0MI8a0000004gDPGAY","Territory2AssignmentRule","001","0","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41"
"0JB8a00000ErFVfGAN","0018a000020QLtaAAG","0MI8a0000004gDPGAY","Territory2AssignmentRule","001","0","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41"
"0JB8a00000ErFVgGAN","0018a000020QLtbAAG","0MI8a0000004gDPGAY","Territory2AssignmentRule","001","0","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41"
"0JB8a00000ErFVhGAN","0018a000020QLtcAAG","0MI8a0000004gDPGAY","Territory2AssignmentRule","001","0","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41"
"0JB8a00000ErFViGAN","0018a000020QLtdAAG","0MI8a0000004gDPGAY","Territory2AssignmentRule","001","0","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41"
"0JB8a00000ErFVjGAN","0018a000020QLteAAG","0MI8a0000004gDPGAY","Territory2AssignmentRule","001","0","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41"
"0JB8a00000ErFVkGAN","0018a000020QLtfAAG","0MI8a0000004gDPGAY","Territory2AssignmentRule","001","0","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41"
"0JB8a00000ErFVlGAN","0018a000020QLtgAAG","0MI8a0000004gDPGAY","Territory2AssignmentRule","001","0","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41"
"0JB8a00000ErFVmGAN","0018a000020QLthAAG","0MI8a0000004gDPGAY","Territory2AssignmentRule","001","0","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41"
"0JB8a00000ErFVnGAN","0018a000020QLtiAAG","0MI8a0000004gDPGAY","Territory2AssignmentRule","001","0","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41"
"0JB8a00000ErFVoGAN","0018a000020QLtjAAG","0MI8a0000004gDPGAY","Territory2AssignmentRule","001","0","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41"
"0JB8a00000ErFVpGAN","0018a000020QLtkAAG","0MI8a0000004gDPGAY","Territory2AssignmentRule","001","0","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41"
"0JB8a00000ErFVqGAN","0018a000020QLtvAAG","0MI8a0000004gDPGAY","Territory2AssignmentRule","001","0","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41"
"0JB8a00000ErFVrGAN","0018a000020QLtwAAG","0MI8a0000004gDPGAY","Territory2AssignmentRule","001","0","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41"
"0JB8a00000ErFVsGAN","0018a000020QLtyAAG","0MI8a0000004gDPGAY","Territory2AssignmentRule","001","0","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41"
"0JB8a00000ErFVtGAN","0018a000020QLtzAAG","0MI8a0000004gDPGAY","Territory2AssignmentRule","001","0","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41"
"0JB8a00000ErFVuGAN","0018a000020QLu2AAG","0MI8a0000004gDPGAY","Territory2AssignmentRule","001","0","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41"
"0JB8a00000ErFVvGAN","0018a000020QLu4AAG","0MI8a0000004gDPGAY","Territory2AssignmentRule","001","0","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41"
"0JB8a00000ErFVwGAN","0018a000020QLu7AAG","0MI8a0000004gDPGAY","Territory2AssignmentRule","001","0","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41"
"0JB8a00000ErFVxGAN","0018a000020QLu8AAG","0MI8a0000004gDPGAY","Territory2AssignmentRule","001","0","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41"
"0JB8a00000ErFVyGAN","0018a000020QLuAAAW","0MI8a0000004gDPGAY","Territory2AssignmentRule","001","0","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41"
"0JB8a00000ErFVzGAN","0018a000020QLuBAAW","0MI8a0000004gDPGAY","Territory2AssignmentRule","001","0","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41"
"0JB8a00000ErFW0GAN","0018a000020QLuDAAW","0MI8a0000004gDPGAY","Territory2AssignmentRule","001","0","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41"
"0JB8a00000ErFW1GAN","0018a000020QLuEAAW","0MI8a0000004gDPGAY","Territory2AssignmentRule","001","0","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41"
"0JB8a00000ErFW2GAN","0018a000020QLsdAAG","0MI8a0000004gDeGAI","Territory2AssignmentRule","001","0","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41"
"0JB8a00000ErFW3GAN","0018a000020QLseAAG","0MI8a0000004gDeGAI","Territory2AssignmentRule","001","0","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41"
"0JB8a00000ErFW4GAN","0018a000020QLsfAAG","0MI8a0000004gDeGAI","Territory2AssignmentRule","001","0","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41"
"0JB8a00000ErFW5GAN","0018a000020QLsgAAG","0MI8a0000004gDeGAI","Territory2AssignmentRule","001","0","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41"
"0JB8a00000ErFW6GAN","0018a000020QLshAAG","0MI8a0000004gDeGAI","Territory2AssignmentRule","001","0","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41"
"0JB8a00000ErFW7GAN","0018a000020QLsiAAG","0MI8a0000004gDeGAI","Territory2AssignmentRule","001","0","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41"
"0JB8a00000ErFW8GAN","0018a000020QLsjAAG","0MI8a0000004gDeGAI","Territory2AssignmentRule","001","0","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41"
"0JB8a00000ErFW9GAN","0018a000020QLskAAG","0MI8a0000004gDeGAI","Territory2AssignmentRule","001","0","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41"
"0JB8a00000ErFWAGA3","0018a000020QLslAAG","0MI8a0000004gDeGAI","Territory2AssignmentRule","001","0","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41"
"0JB8a00000ErFWBGA3","0018a000020QLsmAAG","0MI8a0000004gDeGAI","Territory2AssignmentRule","001","0","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41"
"0JB8a00000ErFWCGA3","0018a000020QLsnAAG","0MI8a0000004gDeGAI","Territory2AssignmentRule","001","0","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41"
"0JB8a00000ErFWDGA3","0018a000020QLsoAAG","0MI8a0000004gDeGAI","Territory2AssignmentRule","001","0","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41"
"0JB8a00000ErFWEGA3","0018a000020QLspAAG","0MI8a0000004gDeGAI","Territory2AssignmentRule","001","0","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41"
"0JB8a00000ErFWFGA3","0018a000020QLsqAAG","0MI8a0000004gDeGAI","Territory2AssignmentRule","001","0","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41"
"0JB8a00000ErFWGGA3","0018a000020QLsrAAG","0MI8a0000004gDeGAI","Territory2AssignmentRule","001","0","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41"
"0JB8a00000ErFWHGA3","0018a000020QLssAAG","0MI8a0000004gDeGAI","Territory2AssignmentRule","001","0","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41"
"0JB8a00000ErFWIGA3","0018a000020QLstAAG","0MI8a0000004gDeGAI","Territory2AssignmentRule","001","0","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41"
"0JB8a00000ErFWJGA3","0018a000020QLsuAAG","0MI8a0000004gDeGAI","Territory2AssignmentRule","001","0","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41"
"0JB8a00000ErFWKGA3","0018a000020QLsvAAG","0MI8a0000004gDeGAI","Territory2AssignmentRule","001","0","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41"
"0JB8a00000ErFWLGA3","0018a000020QLswAAG","0MI8a0000004gDeGAI","Territory2AssignmentRule","001","0","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41"
"0JB8a00000ErFWMGA3","0018a000020QLt0AAG","0MI8a0000004gDeGAI","Territory2AssignmentRule","001","0","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41"
"0JB8a00000ErFWNGA3","0018a000020QLt1AAG","0MI8a0000004gDeGAI","Territory2AssignmentRule","001","0","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41"
"0JB8a00000ErFWOGA3","0018a000020QLtlAAG","0MI8a0000004gDeGAI","Territory2AssignmentRule","001","0","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41"
"0JB8a00000ErFWPGA3","0018a000020QLtmAAG","0MI8a0000004gDeGAI","Territory2AssignmentRule","001","0","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41"
"0JB8a00000ErFWQGA3","0018a000020QLtnAAG","0MI8a0000004gDeGAI","Territory2AssignmentRule","001","0","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41"
"0JB8a00000ErFWRGA3","0018a000020QLtoAAG","0MI8a0000004gDeGAI","Territory2AssignmentRule","001","0","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41"
"0JB8a00000ErFWSGA3","0018a000020QLtpAAG","0MI8a0000004gDeGAI","Territory2AssignmentRule","001","0","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41"
"0JB8a00000ErFWTGA3","0018a000020QLtqAAG","0MI8a0000004gDeGAI","Territory2AssignmentRule","001","0","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41"
"0JB8a00000ErFWUGA3","0018a000020QLtrAAG","0MI8a0000004gDeGAI","Territory2AssignmentRule","001","0","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41"
"0JB8a00000ErFWVGA3","0018a000020QLtsAAG","0MI8a0000004gDeGAI","Territory2AssignmentRule","001","0","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41"
"0JB8a00000ErFWWGA3","0018a000020QLttAAG","0MI8a0000004gDeGAI","Territory2AssignmentRule","001","0","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41"
"0JB8a00000ErFWXGA3","0018a000020QLtuAAG","0MI8a0000004gDeGAI","Territory2AssignmentRule","001","0","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41"
"0JB8a00000ErFWYGA3","0018a000020QLtxAAG","0MI8a0000004gDeGAI","Territory2AssignmentRule","001","0","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41"
"0JB8a00000ErFWZGA3","0018a000020QLu0AAG","0MI8a0000004gDeGAI","Territory2AssignmentRule","001","0","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41"
"0JB8a00000ErFWaGAN","0018a000020QLu1AAG","0MI8a0000004gDeGAI","Territory2AssignmentRule","001","0","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41"
"0JB8a00000ErFWbGAN","0018a000020QLu3AAG","0MI8a0000004gDeGAI","Territory2AssignmentRule","001","0","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41"
"0JB8a00000ErFWcGAN","0018a000020QLu5AAG","0MI8a0000004gDeGAI","Territory2AssignmentRule","001","0","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41"
"0JB8a00000ErFWdGAN","0018a000020QLu6AAG","0MI8a0000004gDeGAI","Territory2AssignmentRule","001","0","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41"
"0JB8a00000ErFWeGAN","0018a000020QLu9AAG","0MI8a0000004gDeGAI","Territory2AssignmentRule","001","0","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41"
"0JB8a00000ErFWfGAN","0018a000020QLuCAAW","0MI8a0000004gDeGAI","Territory2AssignmentRule","001","0","2022-12-02 00:10:41","0058a00000LN8cxAAD","2022-12-02 00:10:41"
"0JB8a00000ErFXqGAN","0018a000020QLwCAAW","0MI8a0000004gDUGAY","Territory2AssignmentRule","001","0","2022-12-02 00:10:43","0058a00000LN8cxAAD","2022-12-02 00:10:43"
"0JB8a00000ErFXrGAN","0018a000020QLwDAAW","0MI8a0000004gDUGAY","Territory2AssignmentRule","001","0","2022-12-02 00:10:43","0058a00000LN8cxAAD","2022-12-02 00:10:43"
"0JB8a00000ErFXsGAN","0018a000020QLwEAAW","0MI8a0000004gDUGAY","Territory2AssignmentRule","001","0","2022-12-02 00:10:43","0058a00000LN8cxAAD","2022-12-02 00:10:43"
"0JB8a00000ErFXtGAN","0018a000020QLwFAAW","0MI8a0000004gDUGAY","Territory2AssignmentRule","001","0","2022-12-02 00:10:43","0058a00000LN8cxAAD","2022-12-02 00:10:43"
"0JB8a00000ErFXuGAN","0018a000020QLwGAAW","0MI8a0000004gDUGAY","Territory2AssignmentRule","001","0","2022-12-02 00:10:43","0058a00000LN8cxAAD","2022-12-02 00:10:43"
"0JB8a00000ErFXvGAN","0018a000020QLwHAAW","0MI8a0000004gDUGAY","Territory2AssignmentRule","001","0","2022-12-02 00:10:43","0058a00000LN8cxAAD","2022-12-02 00:10:43"
"0JB8a00000ErFXwGAN","0018a000020QLwIAAW","0MI8a0000004gDUGAY","Territory2AssignmentRule","001","0","2022-12-02 00:10:43","0058a00000LN8cxAAD","2022-12-02 00:10:43"
"0JB8a00000ErFXxGAN","0018a000020QLwJAAW","0MI8a0000004gDUGAY","Territory2AssignmentRule","001","0","2022-12-02 00:10:43","0058a00000LN8cxAAD","2022-12-02 00:10:43"
"0JB8a00000ErFXyGAN","0018a000020QLwKAAW","0MI8a0000004gDUGAY","Territory2AssignmentRule","001","0","2022-12-02 00:10:43","0058a00000LN8cxAAD","2022-12-02 00:10:43"
"0JB8a00000ErFXzGAN","0018a000020QLwLAAW","0MI8a0000004gDUGAY","Territory2AssignmentRule","001","0","2022-12-02 00:10:43","0058a00000LN8cxAAD","2022-12-02 00:10:43"
