"Id","IsDeleted","Name","CurrencyIsoCode","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","Description","ActivatedDate","DeactivatedDate","State","IsRunningRules","LastRunRulesEndDate","IsCloneSource","ClonedFromId","IsRunningOppTerrAssign","LastOppTerrAssignEndDate","IsSharingGroupDeleteDone","IsOppUnassignmentDone"
"0MA8a000000D54HGAS","0","Winkel","MXN","2022-12-01 17:28:16","0058a00000LN8cxAAD","2022-12-20 16:15:30","0058a00000LN8cxAAD","2022-12-20 16:15:30","Winkel Model","2022-12-01 17:45:54","","Active","0","2022-12-06 00:59:00","0","","0","","0","0"
