"Id","OwnerId","IsDeleted","Name","CurrencyIsoCode","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","UserId","Date","AllEmailsTrackedSentCount","AllEmailsHardBouncedCount","AllEmailsSoftBouncedCount","AllEmailsOutOfOfficeCount","AllCallsMeaningfulConnect","AllCallsNotInterested","AllCallsUnqualified","AllCallsLeftVoicemail","AllCallsCallBackLater","AllCallsUncategorized","UniqueEmailsOpenedCount","UniqueEmailsRepliedCount","UniqueEmailsLinkClickedCount","DailyCutOffTimeStamp","AllEmailsUntrackedSentCount","DateInt","LinkClickTrackableSends","OpenTrackableSends","ReplyTrackableSends","SoftBounceTrackableSends","HardBounceTrackableSends","OutOfOfficeTrackableSends","ReplyTrackableRecipientSends","RecipientSends","RecipientReplies","AllEmailsNotDeliveredCount"
"0mP8a0000004yAtEAI","0058a00000MNWtKAAX","0","","MXN","2023-08-28 20:14:00","0058a00000L2IR7AAN","2023-08-28 20:14:00","0058a00000L2IR7AAN","2023-08-28 20:14:00","0058a00000MNWtKAAX","2023-08-28 00:00:00","","","","","","","","","","","1","","","2023-08-28 00:00:00","","20230828","","","","","","","","","",""
