"Id","IsDeleted","Name","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","ReleaseVersion","RunDate","NextRunStartDate","NextRunEndDate","BugsDetected","DataSilo","TotalClasses","TotalClassesCompiled","TotalTests","TotalTestsPassed"
"0Fp8a000000Yg0OCAS","0","00000001","2023-06-19 02:32:49","0058a00000L2IR8AAN","2023-06-19 02:32:49","0058a00000L2IR8AAN","2023-06-19 02:32:49","244.00","2023-07-20 00:00:00","2023-06-22 00:00:00","2023-08-22 00:00:00","-1","100.0","-1","-1","7","5"
