"Id","IsDeleted","Name","CurrencyIsoCode","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","UserId","SetupAppId"
"0Lg8a000001s1NqCAI","0","","MXN","2022-12-21 02:09:09","0058a00000LLRscAAH","2023-09-01 01:42:03","0058a00000LLRscAAH","2023-09-01 01:42:03","0058a00000LLRscAAH","service"
