"Id","FeedItemId","CreatedById","CreatedDate","SystemModstamp","Revision","LastEditById","LastEditDate","CommentBody","IsDeleted","ClientOauthLink","InsertedById","CommentType","RelatedRecordId","IsRichText","Status","ThreadParentId","ThreadLevel","ThreadChildrenCount","ThreadLastUpdatedDate"
"0D78a000007yNqCCAU","0D58a00009AHRK9CAP","0058a00000MNWtKAAX","2023-01-17 17:14:59","2023-01-17 17:14:59","1","","","<p>excelente</p>","0","","0058a00000MNWtKAAX","TextComment","","1","Published","","0","0","2023-01-17 17:14:59"
