"Id","IsDeleted","Name","CurrencyIsoCode","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","Data"
"0QR8a0000005NEwGAM","0","__RTA_FIELD0","USD","2022-12-05 17:41:30","0058a00000LN8cxAAD","2022-12-05 17:41:30","0058a00000LN8cxAAD","2022-12-05 17:41:30","<div style=""text-align: center;""><img alt=""User-added image"" src=""sfdc://0EM8a000004OKgO"" style=""height: 100px; width: 500px;""></img></div>  <div style=""text-align: center;"">WINKEL MEDIA SAPI DE CV<br>RFC. WME210623Q57<br>BOULEVARD MANUEL AVILA CAMACHO 170<br>REFORMA SOCIAL MIGUEL HIDALGO, 11650,<br>CIUDAD DE MEXICO DF, MEXICO</div>"
