"Id","IsDeleted","Name","CurrencyIsoCode","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","UserId","Questionnaire","Status"
"4QS8a000000ixjPGAQ","0","health_cloud_industries","000","2022-06-01 17:56:10","0058a00000LLRscAAH","2022-06-01 17:56:10","0058a00000LLRscAAH","2022-06-01 17:56:10","0058a00000LLRscAAH","health_cloud_industries","Invisible"
"4QS8a000000ixjQGAQ","0","terms_of_service","000","2022-06-01 17:56:10","0058a00000LLRscAAH","2022-06-01 17:56:10","0058a00000LLRscAAH","2022-06-01 17:56:10","0058a00000LLRscAAH","terms_of_service","Invisible"
"4QS8a000000ixjRGAQ","0","gs_crm","000","2022-06-01 17:56:10","0058a00000LLRscAAH","2022-06-01 17:56:10","0058a00000LLRscAAH","2022-06-01 17:56:10","0058a00000LLRscAAH","gs_crm","Invisible"
"4QS8a000000jEa3GAE","0","health_cloud_industries","000","2022-06-02 18:55:41","0058a00000LN8cxAAD","2022-06-02 18:55:41","0058a00000LN8cxAAD","2022-06-02 18:55:41","0058a00000LN8cxAAD","health_cloud_industries","Invisible"
"4QS8a000000jEa4GAE","0","terms_of_service","000","2022-06-02 18:55:41","0058a00000LN8cxAAD","2022-06-02 18:55:41","0058a00000LN8cxAAD","2022-06-02 18:55:41","0058a00000LN8cxAAD","terms_of_service","Invisible"
"4QS8a000000jEa5GAE","0","gs_crm","000","2022-06-02 18:55:41","0058a00000LN8cxAAD","2022-06-02 18:55:41","0058a00000LN8cxAAD","2022-06-02 18:55:41","0058a00000LN8cxAAD","gs_crm","Invisible"
"4QS8a000000jEa6GAE","0","gs_not_crm","000","2022-06-02 18:55:41","0058a00000LN8cxAAD","2022-06-02 18:55:41","0058a00000LN8cxAAD","2022-06-02 18:55:41","0058a00000LN8cxAAD","gs_not_crm","Invisible"
