"Id","IsDeleted","Name","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","UserId","AppDefinitionId","TabDefinitionId","Target","TargetEntityTypeId","TargetContext","IsNameOverridden","SortOrder"
"0Qk8a0000019yi2CAA","0","","2023-02-10 00:18:13","0058a00000MNWtKAAX","2023-02-10 00:18:13","0058a00000MNWtKAAX","2023-02-10 00:18:13","0058a00000MNWtKAAX","06m8a000000tafmAAA","Event","","TabDefinition","Tab","0","8"
"0Qk8a0000019yi3CAA","0","","2023-02-10 00:18:13","0058a00000MNWtKAAX","2023-02-10 00:18:13","0058a00000MNWtKAAX","2023-02-10 00:18:13","0058a00000MNWtKAAX","06m8a000000tafmAAA","Task","","TabDefinition","Tab","0","9"
"0Qk8a0000019yi4CAA","0","","2023-02-10 00:18:13","0058a00000MNWtKAAX","2023-02-10 00:18:13","0058a00000MNWtKAAX","2023-02-10 00:18:13","0058a00000MNWtKAAX","06m8a000000tafmAAA","ListEmail","","TabDefinition","Tab","0","10"
"0Qk8a0000019z7bCAA","0","","2023-02-16 19:38:39","0058a00000MNWuDAAX","2023-02-16 19:38:39","0058a00000MNWuDAAX","2023-02-16 19:38:39","0058a00000MNWuDAAX","06m8a000000tafmAAA","home","","TabDefinition","Tab","0","1"
"0Qk8a0000019z7cCAA","0","","2023-02-16 19:38:39","0058a00000MNWuDAAX","2023-02-16 19:38:39","0058a00000MNWuDAAX","2023-02-16 19:38:39","0058a00000MNWuDAAX","06m8a000000tafmAAA","Forecasting3","","TabDefinition","Tab","0","2"
"0Qk8a0000019z7dCAA","0","","2023-02-16 19:38:39","0058a00000MNWuDAAX","2023-02-16 19:38:39","0058a00000MNWuDAAX","2023-02-16 19:38:39","0058a00000MNWuDAAX","06m8a000000tafmAAA","Lead","","TabDefinition","Tab","0","3"
"0Qk8a0000019z7eCAA","0","","2023-02-16 19:38:39","0058a00000MNWuDAAX","2023-02-16 19:38:39","0058a00000MNWuDAAX","2023-02-16 19:38:39","0058a00000MNWuDAAX","06m8a000000tafmAAA","Account","","TabDefinition","Tab","0","4"
"0Qk8a0000019z7fCAA","0","","2023-02-16 19:38:39","0058a00000MNWuDAAX","2023-02-16 19:38:39","0058a00000MNWuDAAX","2023-02-16 19:38:39","0058a00000MNWuDAAX","06m8a000000tafmAAA","Contact","","TabDefinition","Tab","0","5"
"0Qk8a0000019z7gCAA","0","","2023-02-16 19:38:39","0058a00000MNWuDAAX","2023-02-16 19:38:39","0058a00000MNWuDAAX","2023-02-16 19:38:39","0058a00000MNWuDAAX","06m8a000000tafmAAA","Opportunity","","TabDefinition","Tab","0","6"
"0Qk8a0000019z7hCAA","0","","2023-02-16 19:38:39","0058a00000MNWuDAAX","2023-02-16 19:38:39","0058a00000MNWuDAAX","2023-02-16 19:38:39","0058a00000MNWuDAAX","06m8a000000tafmAAA","Dashboard","","TabDefinition","Tab","0","7"
"0Qk8a0000019z7iCAA","0","","2023-02-16 19:38:39","0058a00000MNWuDAAX","2023-02-16 19:38:39","0058a00000MNWuDAAX","2023-02-16 19:38:39","0058a00000MNWuDAAX","06m8a000000tafmAAA","0KD8a000000J6n4GAC","","TabDefinition","Tab","0","8"
"0Qk8a0000019z7jCAA","0","","2023-02-16 19:38:39","0058a00000MNWuDAAX","2023-02-16 19:38:39","0058a00000MNWuDAAX","2023-02-16 19:38:39","0058a00000MNWuDAAX","06m8a000000tafmAAA","Pricebook2","","TabDefinition","Tab","0","9"
"0Qk8a0000019z7kCAA","0","","2023-02-16 19:38:39","0058a00000MNWuDAAX","2023-02-16 19:38:39","0058a00000MNWuDAAX","2023-02-16 19:38:39","0058a00000MNWuDAAX","06m8a000000tafmAAA","Asset","","TabDefinition","Tab","0","10"
"0Qk8a0000019z7lCAA","0","","2023-02-16 19:38:39","0058a00000MNWuDAAX","2023-02-16 19:38:39","0058a00000MNWuDAAX","2023-02-16 19:38:39","0058a00000MNWuDAAX","06m8a000000tafmAAA","Product2","","TabDefinition","Tab","0","11"
"0Qk8a0000019zDwCAI","0","","2023-02-20 19:00:11","0058a00000MNWtPAAX","2023-02-20 19:00:11","0058a00000MNWtPAAX","2023-02-20 19:00:11","0058a00000MNWtPAAX","06m8a000001ToLJAA0","home","","TabDefinition","Tab","0","1"
"0Qk8a0000019zDxCAI","0","","2023-02-20 19:00:11","0058a00000MNWtPAAX","2023-02-20 19:00:11","0058a00000MNWtPAAX","2023-02-20 19:00:11","0058a00000MNWtPAAX","06m8a000001ToLJAA0","Account","","TabDefinition","Tab","0","2"
"0Qk8a0000019zDyCAI","0","","2023-02-20 19:00:11","0058a00000MNWtPAAX","2023-02-20 19:00:11","0058a00000MNWtPAAX","2023-02-20 19:00:11","0058a00000MNWtPAAX","06m8a000001ToLJAA0","Feed","","TabDefinition","Tab","0","3"
"0Qk8a0000019zDzCAI","0","","2023-02-20 19:00:11","0058a00000MNWtPAAX","2023-02-20 19:00:11","0058a00000MNWtPAAX","2023-02-20 19:00:11","0058a00000MNWtPAAX","06m8a000001ToLJAA0","Contact","","TabDefinition","Tab","0","4"
"0Qk8a0000019zE0CAI","0","","2023-02-20 19:00:11","0058a00000MNWtPAAX","2023-02-20 19:00:11","0058a00000MNWtPAAX","2023-02-20 19:00:11","0058a00000MNWtPAAX","06m8a000001ToLJAA0","Lead","","TabDefinition","Tab","0","5"
"0Qk8a0000019zE1CAI","0","","2023-02-20 19:00:11","0058a00000MNWtPAAX","2023-02-20 19:00:11","0058a00000MNWtPAAX","2023-02-20 19:00:11","0058a00000MNWtPAAX","06m8a000001ToLJAA0","Campaign","","TabDefinition","Tab","0","6"
"0Qk8a0000019zE2CAI","0","","2023-02-20 19:00:11","0058a00000MNWtPAAX","2023-02-20 19:00:11","0058a00000MNWtPAAX","2023-02-20 19:00:11","0058a00000MNWtPAAX","06m8a000001ToLJAA0","CollaborationGroup","","TabDefinition","Tab","0","7"
"0Qk8a0000019zE3CAI","0","","2023-02-20 19:00:11","0058a00000MNWtPAAX","2023-02-20 19:00:11","0058a00000MNWtPAAX","2023-02-20 19:00:11","0058a00000MNWtPAAX","06m8a000001ToLJAA0","0KD8a000000J6n4GAC","","TabDefinition","Tab","0","8"
