"Id","Name","Description","TableEnumOrId","IsActive","CreatedById","CreatedDate","LastModifiedById","LastModifiedDate","SystemModstamp"
"0198a000000LqIVAA0","Winkel","","Lead","1","0058a00000LN8cxAAD","2022-12-01 18:41:35","0058a00000LN8cxAAD","2022-12-01 18:41:35","2022-12-01 18:41:35"
