"Id","IsDeleted","Name","CurrencyIsoCode","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","FolderId","VariableValues","TemplateOptions"
"0Nm8a000000Iba0CAC","0","Activities","MXN","2023-02-11 17:41:10","0058a00000L2IR7AAN","2023-02-11 17:41:10","0058a00000L2IR7AAN","2023-02-11 17:41:10","00l8a0000035WcMAAU","{""User"":{""Id"":""0058a00000L2IR7"",""UserName"":""autoproc@00d8a000001qcrveag"",""FirstName"":""Automated"",""LastName"":""Process""},""Org"":{""Id"":""00D8a000001QCrv"",""Name"":""Winkel Media SAPI de CV"",""Namespace"":""""},""Apps"":{},""App"":{""Dashboards"":{},""Components"":{},""Lenses"":{},""Datasets"":{},""Images"":{},""StoredQueries"":{},""Recipes"":{}},""Variables"":{""IsContractEnabledForEAC"":false,""OrgLookBackWindow"":180,""OrgHasRolesHelpText"":""The dashboard includes only customer activities that you and your subordinates own because your company uses role hierarchy."",""isActivityAnalyticsFullRefreshEnabled"":false,""IsProgrammatic"":true,""OrgHasContracts"":true,""IsQuoteEnabledForEAC"":false,""IsRuntime"":false,""OrgHasQuotes"":true,""OrgHasManyWho"":true,""OrgHasUserRoles"":true,""UserRolesChoice"":""Yes"",""SimpleSecurityChoice"":""Users view all data"",""UserRolesSecurityChoice"":""Users view data owned by them and subordinates"",""IsIncremental"":false,""ExtantIQActivitiesFilter"":null,""IQActivitiesExternalDataId"":null,""IQActivityEmailsExternalDataId"":null,""IQActivityPeopleExternalDataId"":null,""IQActivityRelatedExternalDataId"":null,""InternalBlacklistExternalDataId"":null},""Constants"":{""OrgHasUserRoles"":true,""SecurityChoice"":""Users view data owned by them and subordinates"",""SubordinateRolesCanSee"":true,""PeerRolesCanSee"":false,""RoleMembersCanSee"":true,""AllUsersCanSee"":false,""OnlyOwnerCanSee"":false,""OnlyRoleMembersAndOwnerCanSee"":true,""ExtantCoreActivitiesFilter"":""Activity_SourceId:N:core\\:events,Activity_SourceId:N:core\\:tasks"",""ExtantActivitiesFilter"":""Activity_SourceId:N:core\\:events,Activity_SourceId:N:core\\:tasks""}}","{""appActionTime"":1676137266792,""appAction"":""CREATE"",""deleteUntrackedAssetsEnabled"":false,""diffType"":""RULES"",""appActionUserId"":""0058a00000L2IR7"",""disableApex"":false,""previousAppTemplateVersion"":null,""embeddedAppOptions"":{""originatingUserId"":""0058a00000MNWuDAAX"",""autoAssignUserLicenses"":false,""autoShareWithOriginator"":true,""licenseType"":""EINSTEIN_ANALYTICS""},""failOnDuplicateNames"":true,""executionPlanId"":null,""productionType"":""ATF_3_0"",""runtimeLogEntryLevel"":""WARNING"",""dominoRuntimeRequestId"":""0ok8a0000008PEUAA2""}"
