"Id","ContactId","AccountId","AccountRollupId","ParentId","RootAssetId","Product2Id","IsCompetitorProduct","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","IsDeleted","CurrencyIsoCode","Name","SerialNumber","InstallDate","ManufactureDate","StatusReason","Uuid","ExternalIdentifier","PurchaseDate","UsageEndDate","Status","DigitalAssetStatus","Price","Quantity","Description","OwnerId","LocationId","AssetProvidedById","AssetServicedById","IsInternal","ConsequenceOfFailure","Street","City","State","PostalCode","Country","StateCode","CountryCode","Latitude","Longitude","GeocodeAccuracy","Install_real_date__c","Validation_date__c","SlotsCounter__c"
"02i8a00000Ba1LQAAZ","000000000000000AAA","0018a000020QMIBAA4","0018a000020QMIBAA4","000000000000000AAA","02i8a00000Ba1LQAAZ","000000000000000AAA","0","2022-12-02 01:14:34","0058a00000LN8cxAAD","2023-01-24 05:56:07","0058a00000LLRscAAH","2023-01-24 05:56:07","0","MXN","MX-MIC-101027117-AST","N/A","","","","","","","","Installed","","","","","0058a00000LN8cxAAD","000000000000000AAA","000000000000000AAA","000000000000000AAA","0","","","","","","","","","","","","","","20"
"02i8a00000Ba1LRAAZ","000000000000000AAA","0018a000020QMIGAA4","0018a000020QMIGAA4","000000000000000AAA","02i8a00000Ba1LRAAZ","000000000000000AAA","0","2022-12-02 01:14:34","0058a00000LN8cxAAD","2023-01-24 05:56:07","0058a00000LLRscAAH","2023-01-24 05:56:07","0","MXN","MX-MIC-101029333-AST","N/A","","","","","","","","Installed","","","","","0058a00000LN8cxAAD","000000000000000AAA","000000000000000AAA","000000000000000AAA","0","","","","","","","","","","","","","","20"
"02i8a00000Ba1LSAAZ","000000000000000AAA","0018a000020QMWlAAO","0018a000020QMWlAAO","000000000000000AAA","02i8a00000Ba1LSAAZ","000000000000000AAA","0","2022-12-02 01:14:34","0058a00000LN8cxAAD","2023-01-24 05:56:07","0058a00000LLRscAAH","2023-01-24 05:56:07","0","MXN","MX-MIC-101032176-AST","N/A","","","","","","","","Installed","","","","","0058a00000LN8cxAAD","000000000000000AAA","000000000000000AAA","000000000000000AAA","0","","","","","","","","","","","","","","20"
"02i8a00000Ba1LTAAZ","000000000000000AAA","0018a000020QMWoAAO","0018a000020QMWoAAO","000000000000000AAA","02i8a00000Ba1LTAAZ","000000000000000AAA","0","2022-12-02 01:14:34","0058a00000LN8cxAAD","2023-01-24 05:56:07","0058a00000LLRscAAH","2023-01-24 05:56:07","0","MXN","MX-MIC-101035049-AST","N/A","","","","","","","","Installed","","","","","0058a00000LN8cxAAD","000000000000000AAA","000000000000000AAA","000000000000000AAA","0","","","","","","","","","","","","","","20"
"02i8a00000Ba1LUAAZ","000000000000000AAA","0018a000020QMDJAA4","0018a000020QMDJAA4","000000000000000AAA","02i8a00000Ba1LUAAZ","000000000000000AAA","0","2022-12-02 01:14:34","0058a00000LN8cxAAD","2023-01-24 05:56:07","0058a00000LLRscAAH","2023-01-24 05:56:07","0","MXN","MX-MOR-100841602-AST","N/A","","","","","","","","Installed","","","","","0058a00000LN8cxAAD","000000000000000AAA","000000000000000AAA","000000000000000AAA","0","","","","","","","","","","","","","","20"
"02i8a00000Ba1LVAAZ","000000000000000AAA","0018a000020QMDfAAO","0018a000020QMDfAAO","000000000000000AAA","02i8a00000Ba1LVAAZ","000000000000000AAA","0","2022-12-02 01:14:34","0058a00000LN8cxAAD","2023-01-24 05:56:07","0058a00000LLRscAAH","2023-01-24 05:56:07","0","MXN","MX-MOR-100879920-AST","N/A","","","","","","","","Installed","","","","","0058a00000LN8cxAAD","000000000000000AAA","000000000000000AAA","000000000000000AAA","0","","","","","","","","","","","","","","20"
"02i8a00000Ba1LWAAZ","000000000000000AAA","0018a000020QMDjAAO","0018a000020QMDjAAO","000000000000000AAA","02i8a00000Ba1LWAAZ","000000000000000AAA","0","2022-12-02 01:14:34","0058a00000LN8cxAAD","2023-01-24 05:56:07","0058a00000LLRscAAH","2023-01-24 05:56:07","0","MXN","MX-MOR-100883173-AST","N/A","","","","","","","","Installed","","","","","0058a00000LN8cxAAD","000000000000000AAA","000000000000000AAA","000000000000000AAA","0","","","","","","","","","","","","","","20"
"02i8a00000Ba1LXAAZ","000000000000000AAA","0018a000020QMEuAAO","0018a000020QMEuAAO","000000000000000AAA","02i8a00000Ba1LXAAZ","000000000000000AAA","0","2022-12-02 01:14:34","0058a00000LN8cxAAD","2023-01-24 05:56:07","0058a00000LLRscAAH","2023-01-24 05:56:07","0","MXN","MX-MOR-100895669-AST","N/A","","","","","","","","Installed","","","","","0058a00000LN8cxAAD","000000000000000AAA","000000000000000AAA","000000000000000AAA","0","","","","","","","","","","","","","","20"
"02i8a00000Ba1LYAAZ","000000000000000AAA","0018a000020QMW3AAO","0018a000020QMW3AAO","000000000000000AAA","02i8a00000Ba1LYAAZ","000000000000000AAA","0","2022-12-02 01:14:34","0058a00000LN8cxAAD","2023-01-24 05:56:07","0058a00000LLRscAAH","2023-01-24 05:56:07","0","MXN","MX-MOR-100900662-AST","N/A","","","","","","","","Installed","","","","","0058a00000LN8cxAAD","000000000000000AAA","000000000000000AAA","000000000000000AAA","0","","","","","","","","","","","","","","20"
"02i8a00000Ba1LZAAZ","000000000000000AAA","0018a000020QMEzAAO","0018a000020QMEzAAO","000000000000000AAA","02i8a00000Ba1LZAAZ","000000000000000AAA","0","2022-12-02 01:14:34","0058a00000LN8cxAAD","2023-01-24 05:56:07","0058a00000LLRscAAH","2023-01-24 05:56:07","0","MXN","MX-MOR-100900669-AST","N/A","","","","","","","","Installed","","","","","0058a00000LN8cxAAD","000000000000000AAA","000000000000000AAA","000000000000000AAA","0","","","","","","","","","","","","","","20"
"02i8a00000Ba1LaAAJ","000000000000000AAA","0018a000020QMF3AAO","0018a000020QMF3AAO","000000000000000AAA","02i8a00000Ba1LaAAJ","000000000000000AAA","0","2022-12-02 01:14:34","0058a00000LN8cxAAD","2023-01-24 05:56:07","0058a00000LLRscAAH","2023-01-24 05:56:07","0","MXN","MX-MOR-100904999-AST","N/A","","","","","","","","Installed","","","","","0058a00000LN8cxAAD","000000000000000AAA","000000000000000AAA","000000000000000AAA","0","","","","","","","","","","","","","","20"
"02i8a00000Ba1LcAAJ","000000000000000AAA","0018a000020QMFHAA4","0018a000020QMFHAA4","000000000000000AAA","02i8a00000Ba1LcAAJ","000000000000000AAA","0","2022-12-02 01:14:34","0058a00000LN8cxAAD","2023-01-24 05:56:07","0058a00000LLRscAAH","2023-01-24 05:56:07","0","MXN","MX-MOR-100917639-AST","N/A","","","","","","","","Installed","","","","","0058a00000LN8cxAAD","000000000000000AAA","000000000000000AAA","000000000000000AAA","0","","","","","","","","","","","","","","20"
"02i8a00000Ba1LdAAJ","000000000000000AAA","0018a000020QMFnAAO","0018a000020QMFnAAO","000000000000000AAA","02i8a00000Ba1LdAAJ","000000000000000AAA","0","2022-12-02 01:14:34","0058a00000LN8cxAAD","2023-01-24 05:56:07","0058a00000LLRscAAH","2023-01-24 05:56:07","0","MXN","MX-MOR-100948020-AST","N/A","","","","","","","","Installed","","","","","0058a00000LN8cxAAD","000000000000000AAA","000000000000000AAA","000000000000000AAA","0","","","","","","","","","","","","","","20"
"02i8a00000Ba1LeAAJ","000000000000000AAA","0018a000020QMHGAA4","0018a000020QMHGAA4","000000000000000AAA","02i8a00000Ba1LeAAJ","000000000000000AAA","0","2022-12-02 01:14:34","0058a00000LN8cxAAD","2023-01-24 05:56:07","0058a00000LLRscAAH","2023-01-24 05:56:07","0","MXN","MX-MOR-100962520-AST","N/A","","","","","","","","Installed","","","","","0058a00000LN8cxAAD","000000000000000AAA","000000000000000AAA","000000000000000AAA","0","","","","","","","","","","","","","","20"
"02i8a00000Ba1LfAAJ","000000000000000AAA","0018a000020QMHHAA4","0018a000020QMHHAA4","000000000000000AAA","02i8a00000Ba1LfAAJ","000000000000000AAA","0","2022-12-02 01:14:34","0058a00000LN8cxAAD","2023-01-24 05:56:07","0058a00000LLRscAAH","2023-01-24 05:56:07","0","MXN","MX-MOR-100964708-AST","N/A","","","","","","","","Installed","","","","","0058a00000LN8cxAAD","000000000000000AAA","000000000000000AAA","000000000000000AAA","0","","","","","","","","","","","","","","20"
"02i8a00000Ba1LgAAJ","000000000000000AAA","0018a000020QMHLAA4","0018a000020QMHLAA4","000000000000000AAA","02i8a00000Ba1LgAAJ","000000000000000AAA","0","2022-12-02 01:14:34","0058a00000LN8cxAAD","2023-01-24 05:56:09","0058a00000LLRscAAH","2023-01-24 05:56:09","0","MXN","MX-MOR-100969446-AST","N/A","","","","","","","","Installed","","","","","0058a00000LN8cxAAD","000000000000000AAA","000000000000000AAA","000000000000000AAA","0","","","","","","","","","","","","","","20"
"02i8a00000Ba1LhAAJ","000000000000000AAA","0018a000020QMIMAA4","0018a000020QMIMAA4","000000000000000AAA","02i8a00000Ba1LhAAJ","000000000000000AAA","0","2022-12-02 01:14:34","0058a00000LN8cxAAD","2023-01-24 05:56:09","0058a00000LLRscAAH","2023-01-24 05:56:09","0","MXN","MX-MIC-101032292-AST","N/A","","","","","","","","Installed","","","","","0058a00000LN8cxAAD","000000000000000AAA","000000000000000AAA","000000000000000AAA","0","","","","","","","","","","","","","","20"
"02i8a00000Ba1LiAAJ","000000000000000AAA","0018a000020QMWVAA4","0018a000020QMWVAA4","000000000000000AAA","02i8a00000Ba1LiAAJ","000000000000000AAA","0","2022-12-02 01:14:34","0058a00000LN8cxAAD","2023-01-24 05:56:09","0058a00000LLRscAAH","2023-01-24 05:56:09","0","MXN","MX-MOR-100971945-AST","N/A","","","","","","","","Installed","","","","","0058a00000LN8cxAAD","000000000000000AAA","000000000000000AAA","000000000000000AAA","0","","","","","","","","","","","","","","20"
"02i8a00000Ba1LjAAJ","000000000000000AAA","0018a000020QMI3AAO","0018a000020QMI3AAO","000000000000000AAA","02i8a00000Ba1LjAAJ","000000000000000AAA","0","2022-12-02 01:14:34","0058a00000LN8cxAAD","2023-01-24 05:56:09","0058a00000LLRscAAH","2023-01-24 05:56:09","0","MXN","MX-MOR-101021766-AST","N/A","","","","","","","","Installed","","","","","0058a00000LN8cxAAD","000000000000000AAA","000000000000000AAA","000000000000000AAA","0","","","","","","","","","","","","","","20"
"02i8a00000Ba1LkAAJ","000000000000000AAA","0018a000020QMIAAA4","0018a000020QMIAAA4","000000000000000AAA","02i8a00000Ba1LkAAJ","000000000000000AAA","0","2022-12-02 01:14:34","0058a00000LN8cxAAD","2023-01-24 05:56:09","0058a00000LLRscAAH","2023-01-24 05:56:09","0","MXN","MX-MOR-101025812-AST","N/A","","","","","","","","Installed","","","","","0058a00000LN8cxAAD","000000000000000AAA","000000000000000AAA","000000000000000AAA","0","","","","","","","","","","","","","","20"
"02i8a00000Ba1LlAAJ","000000000000000AAA","0018a000020QMIHAA4","0018a000020QMIHAA4","000000000000000AAA","02i8a00000Ba1LlAAJ","000000000000000AAA","0","2022-12-02 01:14:34","0058a00000LN8cxAAD","2023-01-24 05:56:09","0058a00000LLRscAAH","2023-01-24 05:56:09","0","MXN","MX-MOR-101029845-AST","N/A","","","","","","","","Installed","","","","","0058a00000LN8cxAAD","000000000000000AAA","000000000000000AAA","000000000000000AAA","0","","","","","","","","","","","","","","20"
"02i8a00000Ba1LmAAJ","000000000000000AAA","0018a000020QMIOAA4","0018a000020QMIOAA4","000000000000000AAA","02i8a00000Ba1LmAAJ","000000000000000AAA","0","2022-12-02 01:14:34","0058a00000LN8cxAAD","2023-01-24 05:56:09","0058a00000LLRscAAH","2023-01-24 05:56:09","0","MXN","MX-MOR-101032792-AST","N/A","","","","","","","","Installed","","","","","0058a00000LN8cxAAD","000000000000000AAA","000000000000000AAA","000000000000000AAA","0","","","","","","","","","","","","","","20"
"02i8a00000Ba1LnAAJ","000000000000000AAA","0018a000020QMJ5AAO","0018a000020QMJ5AAO","000000000000000AAA","02i8a00000Ba1LnAAJ","000000000000000AAA","0","2022-12-02 01:14:34","0058a00000LN8cxAAD","2023-01-24 05:56:09","0058a00000LLRscAAH","2023-01-24 05:56:09","0","MXN","MX-MOR-101035635-AST","N/A","","","","","","","","Installed","","","","","0058a00000LN8cxAAD","000000000000000AAA","000000000000000AAA","000000000000000AAA","0","","","","","","","","","","","","","","20"
"02i8a00000Ba1LoAAJ","000000000000000AAA","0018a000020QMWqAAO","0018a000020QMWqAAO","000000000000000AAA","02i8a00000Ba1LoAAJ","000000000000000AAA","0","2022-12-02 01:14:34","0058a00000LN8cxAAD","2023-01-24 05:56:09","0058a00000LLRscAAH","2023-01-24 05:56:09","0","MXN","MX-MOR-101036386-AST","N/A","","","","","","","","Installed","","","","","0058a00000LN8cxAAD","000000000000000AAA","000000000000000AAA","000000000000000AAA","0","","","","","","","","","","","","","","20"
"02i8a00000Ba1LpAAJ","000000000000000AAA","0018a000020QMJMAA4","0018a000020QMJMAA4","000000000000000AAA","02i8a00000Ba1LpAAJ","000000000000000AAA","0","2022-12-02 01:14:34","0058a00000LN8cxAAD","2023-01-24 05:56:09","0058a00000LLRscAAH","2023-01-24 05:56:09","0","MXN","MX-MOR-101063848-AST","N/A","","","","","","","","Installed","","","","","0058a00000LN8cxAAD","000000000000000AAA","000000000000000AAA","000000000000000AAA","0","","","","","","","","","","","","","","20"
"02i8a00000Ba1LqAAJ","000000000000000AAA","0018a000020QMJNAA4","0018a000020QMJNAA4","000000000000000AAA","02i8a00000Ba1LqAAJ","000000000000000AAA","0","2022-12-02 01:14:34","0058a00000LN8cxAAD","2023-01-24 05:56:09","0058a00000LLRscAAH","2023-01-24 05:56:09","0","MXN","MX-MOR-101064556-AST","N/A","","","","","","","","Installed","","","","","0058a00000LN8cxAAD","000000000000000AAA","000000000000000AAA","000000000000000AAA","0","","","","","","","","","","","","","","20"
"02i8a00000Ba1LrAAJ","000000000000000AAA","0018a000020QMWxAAO","0018a000020QMWxAAO","000000000000000AAA","02i8a00000Ba1LrAAJ","000000000000000AAA","0","2022-12-02 01:14:34","0058a00000LN8cxAAD","2023-01-24 05:56:09","0058a00000LLRscAAH","2023-01-24 05:56:09","0","MXN","MX-MOR-101064772-AST","N/A","","","","","","","","Installed","","","","","0058a00000LN8cxAAD","000000000000000AAA","000000000000000AAA","000000000000000AAA","0","","","","","","","","","","","","","","20"
"02i8a00000Ba1LsAAJ","000000000000000AAA","0018a000020QMJWAA4","0018a000020QMJWAA4","000000000000000AAA","02i8a00000Ba1LsAAJ","000000000000000AAA","0","2022-12-02 01:14:34","0058a00000LN8cxAAD","2023-01-24 05:56:09","0058a00000LLRscAAH","2023-01-24 05:56:09","0","MXN","MX-MOR-101115352-AST","N/A","","","","","","","","Installed","","","","","0058a00000LN8cxAAD","000000000000000AAA","000000000000000AAA","000000000000000AAA","0","","","","","","","","","","","","","","20"
"02i8a00000Ba1LtAAJ","000000000000000AAA","0018a000020QMBWAA4","0018a000020QMBWAA4","000000000000000AAA","02i8a00000Ba1LtAAJ","000000000000000AAA","0","2022-12-02 01:14:34","0058a00000LN8cxAAD","2023-01-24 05:56:09","0058a00000LLRscAAH","2023-01-24 05:56:09","0","MXN","MX-NAY-100711983-AST","N/A","","","","","","","","Installed","","","","","0058a00000LN8cxAAD","000000000000000AAA","000000000000000AAA","000000000000000AAA","0","","","","","","","","","","","","","","20"
"02i8a00000Ba1LuAAJ","000000000000000AAA","0018a000020QM5WAAW","0018a000020QM5WAAW","000000000000000AAA","02i8a00000Ba1LuAAJ","000000000000000AAA","0","2022-12-02 01:14:34","0058a00000LN8cxAAD","2023-01-24 05:56:09","0058a00000LLRscAAH","2023-01-24 05:56:09","0","MXN","MX-NLE-100142265-AST","N/A","","","","","","","","Installed","","","","","0058a00000LN8cxAAD","000000000000000AAA","000000000000000AAA","000000000000000AAA","0","","","","","","","","","","","","","","20"
"02i8a00000Ba1LvAAJ","000000000000000AAA","0018a000020QM5hAAG","0018a000020QM5hAAG","000000000000000AAA","02i8a00000Ba1LvAAJ","000000000000000AAA","0","2022-12-02 01:14:34","0058a00000LN8cxAAD","2023-01-24 05:56:09","0058a00000LLRscAAH","2023-01-24 05:56:09","0","MXN","MX-NLE-100197423-AST","N/A","","","","","","","","Installed","","","","","0058a00000LN8cxAAD","000000000000000AAA","000000000000000AAA","000000000000000AAA","0","","","","","","","","","","","","","","20"
"02i8a00000Ba1LwAAJ","000000000000000AAA","0018a000020QM5iAAG","0018a000020QM5iAAG","000000000000000AAA","02i8a00000Ba1LwAAJ","000000000000000AAA","0","2022-12-02 01:14:34","0058a00000LN8cxAAD","2023-01-24 05:56:09","0058a00000LLRscAAH","2023-01-24 05:56:09","0","MXN","MX-NLE-100198199-AST","N/A","","","","","","","","Installed","","","","","0058a00000LN8cxAAD","000000000000000AAA","000000000000000AAA","000000000000000AAA","0","","","","","","","","","","","","","","20"
"02i8a00000Ba1LxAAJ","000000000000000AAA","0018a000020QM5jAAG","0018a000020QM5jAAG","000000000000000AAA","02i8a00000Ba1LxAAJ","000000000000000AAA","0","2022-12-02 01:14:34","0058a00000LN8cxAAD","2023-01-24 05:56:09","0058a00000LLRscAAH","2023-01-24 05:56:09","0","MXN","MX-NLE-100198382-AST","N/A","","","","","","","","Installed","","","","","0058a00000LN8cxAAD","000000000000000AAA","000000000000000AAA","000000000000000AAA","0","","","","","","","","","","","","","","20"
"02i8a00000Ba1LyAAJ","000000000000000AAA","0018a000020QM5kAAG","0018a000020QM5kAAG","000000000000000AAA","02i8a00000Ba1LyAAJ","000000000000000AAA","0","2022-12-02 01:14:34","0058a00000LN8cxAAD","2023-01-24 05:56:09","0058a00000LLRscAAH","2023-01-24 05:56:09","0","MXN","MX-NLE-100201899-AST","N/A","","","","","","","","Installed","","","","","0058a00000LN8cxAAD","000000000000000AAA","000000000000000AAA","000000000000000AAA","0","","","","","","","","","","","","","","20"
"02i8a00000Ba1LzAAJ","000000000000000AAA","0018a000020QM5lAAG","0018a000020QM5lAAG","000000000000000AAA","02i8a00000Ba1LzAAJ","000000000000000AAA","0","2022-12-02 01:14:34","0058a00000LN8cxAAD","2023-01-24 05:56:09","0058a00000LLRscAAH","2023-01-24 05:56:09","0","MXN","MX-NLE-100255144-AST","N/A","","","","","","","","Installed","","","","","0058a00000LN8cxAAD","000000000000000AAA","000000000000000AAA","000000000000000AAA","0","","","","","","","","","","","","","","20"
"02i8a00000Ba1M0AAJ","000000000000000AAA","0018a000020QM5mAAG","0018a000020QM5mAAG","000000000000000AAA","02i8a00000Ba1M0AAJ","000000000000000AAA","0","2022-12-02 01:14:34","0058a00000LN8cxAAD","2023-01-24 05:56:09","0058a00000LLRscAAH","2023-01-24 05:56:09","0","MXN","MX-NLE-100288688-AST","N/A","","","","","","","","Installed","","","","","0058a00000LN8cxAAD","000000000000000AAA","000000000000000AAA","000000000000000AAA","0","","","","","","","","","","","","","","20"
"02i8a00000Ba1M1AAJ","000000000000000AAA","0018a000020QMV4AAO","0018a000020QMV4AAO","000000000000000AAA","02i8a00000Ba1M1AAJ","000000000000000AAA","0","2022-12-02 01:14:34","0058a00000LN8cxAAD","2023-01-24 05:56:09","0058a00000LLRscAAH","2023-01-24 05:56:09","0","MXN","MX-NLE-100288689-AST","N/A","","","","","","","","Installed","","","","","0058a00000LN8cxAAD","000000000000000AAA","000000000000000AAA","000000000000000AAA","0","","","","","","","","","","","","","","20"
"02i8a00000Ba1M2AAJ","000000000000000AAA","0018a000020QMV5AAO","0018a000020QMV5AAO","000000000000000AAA","02i8a00000Ba1M2AAJ","000000000000000AAA","0","2022-12-02 01:14:34","0058a00000LN8cxAAD","2023-01-24 05:56:09","0058a00000LLRscAAH","2023-01-24 05:56:09","0","MXN","MX-NLE-100288700-AST","N/A","","","","","","","","Installed","","","","","0058a00000LN8cxAAD","000000000000000AAA","000000000000000AAA","000000000000000AAA","0","","","","","","","","","","","","","","20"
"02i8a00000Ba1M3AAJ","000000000000000AAA","0018a000020QMV6AAO","0018a000020QMV6AAO","000000000000000AAA","02i8a00000Ba1M3AAJ","000000000000000AAA","0","2022-12-02 01:14:34","0058a00000LN8cxAAD","2023-01-24 05:56:09","0058a00000LLRscAAH","2023-01-24 05:56:09","0","MXN","MX-NLE-100288717-AST","N/A","","","","","","","","Installed","","","","","0058a00000LN8cxAAD","000000000000000AAA","000000000000000AAA","000000000000000AAA","0","","","","","","","","","","","","","","20"
"02i8a00000Ba1M4AAJ","000000000000000AAA","0018a000020QM7HAAW","0018a000020QM7HAAW","000000000000000AAA","02i8a00000Ba1M4AAJ","000000000000000AAA","0","2022-12-02 01:14:34","0058a00000LN8cxAAD","2023-01-24 05:56:09","0058a00000LLRscAAH","2023-01-24 05:56:09","0","MXN","MX-NLE-100288718-AST","N/A","","","","","","","","Installed","","","","","0058a00000LN8cxAAD","000000000000000AAA","000000000000000AAA","000000000000000AAA","0","","","","","","","","","","","","","","20"
"02i8a00000Ba1M5AAJ","000000000000000AAA","0018a000020QMV7AAO","0018a000020QMV7AAO","000000000000000AAA","02i8a00000Ba1M5AAJ","000000000000000AAA","0","2022-12-02 01:14:34","0058a00000LN8cxAAD","2023-01-24 05:56:09","0058a00000LLRscAAH","2023-01-24 05:56:09","0","MXN","MX-NLE-100288734-AST","N/A","","","","","","","","Installed","","","","","0058a00000LN8cxAAD","000000000000000AAA","000000000000000AAA","000000000000000AAA","0","","","","","","","","","","","","","","20"
"02i8a00000Ba1M6AAJ","000000000000000AAA","0018a000020QM7IAAW","0018a000020QM7IAAW","000000000000000AAA","02i8a00000Ba1M6AAJ","000000000000000AAA","0","2022-12-02 01:14:34","0058a00000LN8cxAAD","2023-01-24 05:56:05","0058a00000LLRscAAH","2023-01-24 05:56:05","0","MXN","MX-NLE-100288738-AST","N/A","","","","","","","","Installed","","","","","0058a00000LN8cxAAD","000000000000000AAA","000000000000000AAA","000000000000000AAA","0","","","","","","","","","","","","","","20"
"02i8a00000Ba1M7AAJ","000000000000000AAA","0018a000020QMV8AAO","0018a000020QMV8AAO","000000000000000AAA","02i8a00000Ba1M7AAJ","000000000000000AAA","0","2022-12-02 01:14:34","0058a00000LN8cxAAD","2023-01-24 05:56:05","0058a00000LLRscAAH","2023-01-24 05:56:05","0","MXN","MX-NLE-100288744-AST","N/A","","","","","","","","Installed","","","","","0058a00000LN8cxAAD","000000000000000AAA","000000000000000AAA","000000000000000AAA","0","","","","","","","","","","","","","","20"
"02i8a00000Ba1M8AAJ","000000000000000AAA","0018a000020QMV9AAO","0018a000020QMV9AAO","000000000000000AAA","02i8a00000Ba1M8AAJ","000000000000000AAA","0","2022-12-02 01:14:34","0058a00000LN8cxAAD","2023-01-24 05:56:05","0058a00000LLRscAAH","2023-01-24 05:56:05","0","MXN","MX-NLE-100288775-AST","N/A","","","","","","","","Installed","","","","","0058a00000LN8cxAAD","000000000000000AAA","000000000000000AAA","000000000000000AAA","0","","","","","","","","","","","","","","20"
"02i8a00000Ba1M9AAJ","000000000000000AAA","0018a000020QMVAAA4","0018a000020QMVAAA4","000000000000000AAA","02i8a00000Ba1M9AAJ","000000000000000AAA","0","2022-12-02 01:14:34","0058a00000LN8cxAAD","2023-01-24 05:56:05","0058a00000LLRscAAH","2023-01-24 05:56:05","0","MXN","MX-NLE-100288859-AST","N/A","","","","","","","","Installed","","","","","0058a00000LN8cxAAD","000000000000000AAA","000000000000000AAA","000000000000000AAA","0","","","","","","","","","","","","","","20"
"02i8a00000Ba1MAAAZ","000000000000000AAA","0018a000020QM8RAAW","0018a000020QM8RAAW","000000000000000AAA","02i8a00000Ba1MAAAZ","000000000000000AAA","0","2022-12-02 01:14:34","0058a00000LN8cxAAD","2023-01-24 05:56:05","0058a00000LLRscAAH","2023-01-24 05:56:05","0","MXN","MX-NLE-100496844-AST","N/A","","","","","","","","Installed","","","","","0058a00000LN8cxAAD","000000000000000AAA","000000000000000AAA","000000000000000AAA","0","","","","","","","","","","","","","","20"
"02i8a00000Ba1MBAAZ","000000000000000AAA","0018a000020QMVGAA4","0018a000020QMVGAA4","000000000000000AAA","02i8a00000Ba1MBAAZ","000000000000000AAA","0","2022-12-02 01:14:34","0058a00000LN8cxAAD","2023-01-24 05:56:05","0058a00000LLRscAAH","2023-01-24 05:56:05","0","MXN","MX-NLE-100597487-AST","N/A","","","","","","","","Installed","","","","","0058a00000LN8cxAAD","000000000000000AAA","000000000000000AAA","000000000000000AAA","0","","","","","","","","","","","","","","20"
"02i8a00000Ba1MCAAZ","000000000000000AAA","0018a000020QMVKAA4","0018a000020QMVKAA4","000000000000000AAA","02i8a00000Ba1MCAAZ","000000000000000AAA","0","2022-12-02 01:14:34","0058a00000LN8cxAAD","2023-01-24 05:56:05","0058a00000LLRscAAH","2023-01-24 05:56:05","0","MXN","MX-NLE-100650122-AST","N/A","","","","","","","","Installed","","","","","0058a00000LN8cxAAD","000000000000000AAA","000000000000000AAA","000000000000000AAA","0","","","","","","","","","","","","","","20"
"02i8a00000Ba1MDAAZ","000000000000000AAA","0018a000020QMBLAA4","0018a000020QMBLAA4","000000000000000AAA","02i8a00000Ba1MDAAZ","000000000000000AAA","0","2022-12-02 01:14:34","0058a00000LN8cxAAD","2023-01-24 05:56:05","0058a00000LLRscAAH","2023-01-24 05:56:05","0","MXN","MX-NLE-100673786-AST","N/A","","","","","","","","Installed","","","","","0058a00000LN8cxAAD","000000000000000AAA","000000000000000AAA","000000000000000AAA","0","","","","","","","","","","","","","","20"
"02i8a00000Ba1MEAAZ","000000000000000AAA","0018a000020QMBMAA4","0018a000020QMBMAA4","000000000000000AAA","02i8a00000Ba1MEAAZ","000000000000000AAA","0","2022-12-02 01:14:34","0058a00000LN8cxAAD","2023-01-24 05:56:05","0058a00000LLRscAAH","2023-01-24 05:56:05","0","MXN","MX-NLE-100673793-AST","N/A","","","","","","","","Installed","","","","","0058a00000LN8cxAAD","000000000000000AAA","000000000000000AAA","000000000000000AAA","0","","","","","","","","","","","","","","20"
"02i8a00000Ba1MFAAZ","000000000000000AAA","0018a000020QMBNAA4","0018a000020QMBNAA4","000000000000000AAA","02i8a00000Ba1MFAAZ","000000000000000AAA","0","2022-12-02 01:14:34","0058a00000LN8cxAAD","2023-01-24 05:56:07","0058a00000LLRscAAH","2023-01-24 05:56:07","0","MXN","MX-NLE-100673796-AST","N/A","","","","","","","","Installed","","","","","0058a00000LN8cxAAD","000000000000000AAA","000000000000000AAA","000000000000000AAA","0","","","","","","","","","","","","","","20"
"02i8a00000Ba1MGAAZ","000000000000000AAA","0018a000020QMBOAA4","0018a000020QMBOAA4","000000000000000AAA","02i8a00000Ba1MGAAZ","000000000000000AAA","0","2022-12-02 01:14:34","0058a00000LN8cxAAD","2023-01-24 05:56:07","0058a00000LLRscAAH","2023-01-24 05:56:07","0","MXN","MX-NLE-100673807-AST","N/A","","","","","","","","Installed","","","","","0058a00000LN8cxAAD","000000000000000AAA","000000000000000AAA","000000000000000AAA","0","","","","","","","","","","","","","","20"
"02i8a00000Ba1MHAAZ","000000000000000AAA","0018a000020QMVLAA4","0018a000020QMVLAA4","000000000000000AAA","02i8a00000Ba1MHAAZ","000000000000000AAA","0","2022-12-02 01:14:34","0058a00000LN8cxAAD","2023-01-24 05:56:07","0058a00000LLRscAAH","2023-01-24 05:56:07","0","MXN","MX-NLE-100673829-AST","N/A","","","","","","","","Installed","","","","","0058a00000LN8cxAAD","000000000000000AAA","000000000000000AAA","000000000000000AAA","0","","","","","","","","","","","","","","20"
