"Id","RelationId","EventId","ChildEventId","IsWhat","IsParent","IsInvitee","AccountId","Status","RespondedDate","Response","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","IsDeleted"
"0RT8a00003OW5Y3GAL","0XB8a0000009EHTGA2","00T8a000083CzY9EAK","","1","1","0","","","","","2023-02-07 20:35:15","0058a00000MNWtKAAX","2023-02-07 20:35:15","0058a00000MNWtKAAX","2023-02-07 20:35:15","0"
"0RT8a00003OW5Y4GAL","0XB8a0000009EHTGA2","00T8a000083CzYAEA0","","1","1","0","","","","","2023-02-07 20:35:15","0058a00000MNWtKAAX","2023-02-07 20:35:15","0058a00000MNWtKAAX","2023-02-07 20:35:15","0"
"0RT8a00003OW5ahGAD","0038a00003A1ZYlAAN","00T8a000083CzajEAC","","0","1","0","0018a0000252HC7AAM","","","","2023-02-07 20:36:11","0058a00000MNWtKAAX","2023-02-07 20:36:11","0058a00000MNWtKAAX","2023-02-07 20:36:11","0"
"0RT8a00003OW5aiGAD","0XB8a0000009EHKGA2","00T8a000083CzaiEAC","","1","1","0","","","","","2023-02-07 20:36:11","0058a00000MNWtKAAX","2023-02-07 20:36:11","0058a00000MNWtKAAX","2023-02-07 20:36:11","0"
"0RT8a00003OW5ajGAD","0XB8a0000009EHKGA2","00T8a000083CzajEAC","","1","1","0","","","","","2023-02-07 20:36:11","0058a00000MNWtKAAX","2023-02-07 20:36:11","0058a00000MNWtKAAX","2023-02-07 20:36:11","0"
"0RT8a00003OW60oGAD","0058a00000MNWtKAAX","00T8a000083D02AEAS","","0","0","0","","","","","2023-02-07 20:44:45","0058a00000MNWtKAAX","2023-02-07 20:44:45","0058a00000MNWtKAAX","2023-02-10 20:22:31","0"
"0RT8a00003OW60pGAD","0038a00003C5Ti9AAF","00T8a000083D02AEAS","","0","1","0","0018a000024zB8PAAU","","","","2023-02-07 20:44:45","0058a00000MNWtKAAX","2023-02-07 20:44:45","0058a00000MNWtKAAX","2023-02-10 20:22:31","0"
"0RT8a00003OW60qGAD","0018a000026k0PWAAY","00T8a000083D02AEAS","","1","1","0","0018a000026k0PWAAY","","","","2023-02-07 20:44:45","0058a00000MNWtKAAX","2023-02-07 20:44:45","0058a00000MNWtKAAX","2023-02-10 20:22:31","0"
"0RT8a00003OWXFAGA5","0058a00000MNWtKAAX","00T8a000083DMXLEA4","","0","0","0","","","","","2023-02-08 17:04:03","0058a00000MNWtKAAX","2023-02-08 17:04:03","0058a00000MNWtKAAX","2023-02-08 17:04:37","0"
"0RT8a00003OWZHkGAP","0038a00003C69LnAAJ","00T8a000083DMXLEA4","","0","1","0","0018a000026kiBVAAY","","","","2023-02-08 17:04:03","0058a00000MNWtKAAX","2023-02-08 17:04:03","0058a00000MNWtKAAX","2023-02-08 17:04:37","0"
"0RT8a00003OWZHlGAP","0068a00001ME40yAAD","00T8a000083DMXLEA4","","1","1","0","0018a0000252H6nAAE","","","","2023-02-08 17:04:03","0058a00000MNWtKAAX","2023-02-08 17:04:03","0058a00000MNWtKAAX","2023-02-08 17:04:37","0"
"0RT8a00003OWZr6GAH","0058a00000MNWtKAAX","00T8a000083DOYeEAO","","0","0","0","","","","","2023-02-08 17:11:40","0058a00000MNWtKAAX","2023-02-08 17:11:40","0058a00000MNWtKAAX","2023-02-08 17:11:40","0"
"0RT8a00003OWZr7GAH","0038a00003A1ZVDAA3","00T8a000083DOYeEAO","","0","1","0","0018a000024zBDZAA2","","","","2023-02-08 17:11:40","0058a00000MNWtKAAX","2023-02-08 17:11:40","0058a00000MNWtKAAX","2023-02-08 17:11:40","0"
"0RT8a00003OWZtvGAH","0058a00000MNWtKAAX","00T8a000083DOb9EAG","","0","0","0","","","","","2023-02-08 17:12:18","0058a00000MNWtKAAX","2023-02-08 17:12:18","0058a00000MNWtKAAX","2023-02-15 16:45:27","0"
"0RT8a00003OWZtwGAH","0038a00003A1ZVDAA3","00T8a000083DOb9EAG","","0","1","0","0018a000024zBDZAA2","","","","2023-02-08 17:12:18","0058a00000MNWtKAAX","2023-02-08 17:12:18","0058a00000MNWtKAAX","2023-02-15 16:45:27","0"
"0RT8a00003OWZtxGAH","0058a00000MNWtKAAX","00T8a000083DObAEAW","","0","0","0","","","","","2023-02-08 17:25:31","0058a00000MNWtKAAX","2023-02-08 17:25:31","0058a00000MNWtKAAX","2023-02-14 21:07:09","0"
"0RT8a00003OWZtyGAH","0038a00003A0xTfAAJ","00T8a000083DObAEAW","","0","1","0","0018a000024zJ4rAAE","","","","2023-02-08 17:25:31","0058a00000MNWtKAAX","2023-02-08 17:25:31","0058a00000MNWtKAAX","2023-02-14 21:07:09","0"
"0RT8a00003OWZtzGAH","0068a00001M5NgzAAF","00T8a000083DObAEAW","","1","1","0","0018a000024zJ4rAAE","","","","2023-02-08 17:25:31","0058a00000MNWtKAAX","2023-02-08 17:25:31","0058a00000MNWtKAAX","2023-02-14 21:07:09","0"
"0RT8a00003OWdj0GAD","0058a00000MNWtKAAX","00T8a000083DRaEEAW","","0","0","0","","","","","2023-02-08 18:13:44","0058a00000MNWtKAAX","2023-02-08 18:13:44","0058a00000MNWtKAAX","2023-02-08 18:14:17","0"
"0RT8a00003OWdj1GAD","0038a00003C5Ti9AAF","00T8a000083DRaEEAW","","0","1","0","0018a000024zB8PAAU","","","","2023-02-08 18:13:44","0058a00000MNWtKAAX","2023-02-08 18:13:44","0058a00000MNWtKAAX","2023-02-08 18:14:17","0"
"0RT8a00003OWdj2GAD","0068a00001JMc4nAAD","00T8a000083DRaEEAW","","1","1","0","0018a000026k0PWAAY","","","","2023-02-08 18:13:44","0058a00000MNWtKAAX","2023-02-08 18:13:44","0058a00000MNWtKAAX","2023-02-08 18:14:17","0"
"0RT8a00003OWdm0GAD","0058a00000MNWtKAAX","00T8a000083DRccEAG","","0","0","0","","","","","2023-02-08 18:14:14","0058a00000MNWtKAAX","2023-02-08 18:14:14","0058a00000MNWtKAAX","2023-02-10 20:33:07","0"
"0RT8a00003OWdm1GAD","0038a00003C5Ti9AAF","00T8a000083DRccEAG","","0","1","0","0018a000024zB8PAAU","","","","2023-02-08 18:14:14","0058a00000MNWtKAAX","2023-02-08 18:14:14","0058a00000MNWtKAAX","2023-02-10 20:33:07","0"
"0RT8a00003OWdm2GAD","0068a00001JMc4nAAD","00T8a000083DRccEAG","","1","1","0","0018a000026k0PWAAY","","","","2023-02-08 18:14:14","0058a00000MNWtKAAX","2023-02-08 18:14:14","0058a00000MNWtKAAX","2023-02-10 20:33:07","0"
"0RT8a00003OWfTxGAL","0058a00000MNWtKAAX","00T8a000083DSlAEAW","","0","0","0","","","","","2023-02-08 18:35:27","0058a00000MNWtKAAX","2023-02-08 18:35:27","0058a00000MNWtKAAX","2023-02-14 21:07:28","0"
"0RT8a00003OWfTyGAL","0038a00003A0xXEAAZ","00T8a000083DSlAEAW","","0","1","0","0018a000024zBBFAA2","","","","2023-02-08 18:35:27","0058a00000MNWtKAAX","2023-02-08 18:35:27","0058a00000MNWtKAAX","2023-02-14 21:07:28","0"
"0RT8a00003OWfTzGAL","0018a000024zBBFAA2","00T8a000083DSlAEAW","","1","1","0","0018a000024zBBFAA2","","","","2023-02-08 18:35:27","0058a00000MNWtKAAX","2023-02-08 18:35:27","0058a00000MNWtKAAX","2023-02-14 21:07:28","0"
"0RT8a00003OWfYtGAL","0058a00000MNWtKAAX","00T8a000083DSlCEAW","","0","0","0","","","","","2023-02-08 18:39:22","0058a00000MNWtKAAX","2023-02-08 18:39:22","0058a00000MNWtKAAX","2023-02-08 18:43:09","0"
"0RT8a00003OWfYuGAL","0038a00003C5721AAB","00T8a000083DSlCEAW","","0","1","0","0018a000024zB8PAAU","","","","2023-02-08 18:39:22","0058a00000MNWtKAAX","2023-02-08 18:39:22","0058a00000MNWtKAAX","2023-02-08 18:43:09","0"
"0RT8a00003OWfYvGAL","0068a00001M8kB0AAJ","00T8a000083DSlCEAW","","1","1","0","0018a000026jg2TAAQ","","","","2023-02-08 18:39:22","0058a00000MNWtKAAX","2023-02-08 18:39:22","0058a00000MNWtKAAX","2023-02-08 18:43:09","0"
"0RT8a00003OWfltGAD","0058a00000MNWtKAAX","00T8a000083DT0aEAG","","0","0","0","","","","","2023-02-08 18:42:46","0058a00000MNWtKAAX","2023-02-08 18:42:46","0058a00000MNWtKAAX","2023-02-10 20:21:28","0"
"0RT8a00003OWfluGAD","0038a00003A1ZaSAAV","00T8a000083DT0aEAG","","0","1","0","0018a000024zB9mAAE","","","","2023-02-08 18:42:46","0058a00000MNWtKAAX","2023-02-08 18:42:46","0058a00000MNWtKAAX","2023-02-10 20:21:28","0"
"0RT8a00003OWflvGAD","0068a00001M5NkmAAF","00T8a000083DT0aEAG","","1","1","0","0018a000024zJCgAAM","","","","2023-02-08 18:42:46","0058a00000MNWtKAAX","2023-02-08 18:42:46","0058a00000MNWtKAAX","2023-02-10 20:21:28","0"
"0RT8a00003OWfy7GAD","0058a00000MNWtKAAX","00T8a000083DTAUEA4","","0","0","0","","","","","2023-02-08 18:46:44","0058a00000MNWtKAAX","2023-02-08 18:46:44","0058a00000MNWtKAAX","2023-02-13 21:33:00","0"
"0RT8a00003OWfy8GAD","0038a00003C5721AAB","00T8a000083DTAUEA4","","0","1","0","0018a000024zB8PAAU","","","","2023-02-08 18:46:44","0058a00000MNWtKAAX","2023-02-08 18:46:44","0058a00000MNWtKAAX","2023-02-13 21:33:00","0"
"0RT8a00003OWfy9GAD","0068a00001M8kB0AAJ","00T8a000083DTAUEA4","","1","1","0","0018a000026jg2TAAQ","","","","2023-02-08 18:46:44","0058a00000MNWtKAAX","2023-02-08 18:46:44","0058a00000MNWtKAAX","2023-02-13 21:33:00","0"
"0RT8a00003OWmUtGAL","0058a00000MNWtKAAX","00T8a000083DWhWEAW","","0","0","0","","","","","2023-02-08 19:33:43","0058a00000MNWtKAAX","2023-02-08 19:33:43","0058a00000MNWtKAAX","2023-02-08 19:33:43","0"
"0RT8a00003OWmUuGAL","0068a00001M8hsBAAR","00T8a000083DWhWEAW","","1","1","0","0018a000024zJCCAA2","","","","2023-02-08 19:33:43","0058a00000MNWtKAAX","2023-02-08 19:33:43","0058a00000MNWtKAAX","2023-02-08 19:33:43","0"
"0RT8a00003OtBHAGA3","0058a00000MNWtKAAX","00T8a000083bPWkEAM","","0","0","0","","","","","2023-02-03 15:29:50","0058a00000MNWtKAAX","2023-02-03 15:29:50","0058a00000MNWtKAAX","2023-02-03 15:29:50","0"
"0RT8a00003OtCxWGAV","00Q8a00001vC6ubEAC","00T8a000083bPWkEAM","","0","1","0","","","","","2023-02-03 15:29:50","0058a00000MNWtKAAX","2023-02-03 15:29:50","0058a00000MNWtKAAX","2023-02-03 15:29:50","0"
"0RT8a00003Ph2qcGAB","0058a00000MNWtKAAX","00T8a000083EGHLEA4","","0","0","0","","","","","2023-02-10 00:03:21","0058a00000MNWtKAAX","2023-02-10 00:03:21","0058a00000MNWtKAAX","2023-02-10 00:03:21","0"
"0RT8a00003Ph2qdGAB","0058a00000MNWtKAAX","00T8a000083EGHMEA4","","0","0","0","","","","","2023-02-10 00:03:21","0058a00000MNWtKAAX","2023-02-10 00:03:21","0058a00000MNWtKAAX","2023-02-10 00:03:21","0"
"0RT8a00003Ph2qeGAB","0058a00000MNWtKAAX","00T8a000083EGHNEA4","","0","0","0","","","","","2023-02-10 00:03:21","0058a00000MNWtKAAX","2023-02-10 00:03:21","0058a00000MNWtKAAX","2023-02-10 00:03:21","0"
"0RT8a00003Ph3gJGAR","0058a00000MNWtPAAX","00T8a000083EGvVEAW","","0","0","0","","","","","2023-02-10 00:02:45","0058a00000MNWtPAAX","2023-02-10 00:02:45","0058a00000MNWtPAAX","2023-02-10 00:02:45","0"
"0RT8a00003Ph3gbGAB","0058a00000MNWtPAAX","00T8a000083EGvjEAG","","0","0","0","","","","","2023-02-10 00:01:48","0058a00000MNWtPAAX","2023-02-10 00:01:48","0058a00000MNWtPAAX","2023-02-10 00:01:48","0"
"0RT8a00003Ph3uEGAR","0058a00000MNWtKAAX","00T8a000083EGHOEA4","","0","0","0","","","","","2023-02-10 00:03:21","0058a00000MNWtKAAX","2023-02-10 00:03:21","0058a00000MNWtKAAX","2023-02-10 00:03:21","0"
"0RT8a00003Ph3uFGAR","0058a00000MNWtKAAX","00T8a000083EH2kEAG","","0","0","0","","","","","2023-02-10 00:03:21","0058a00000MNWtKAAX","2023-02-10 00:03:21","0058a00000MNWtKAAX","2023-02-10 00:03:21","0"
"0RT8a00003Ph3uGGAR","0058a00000MNWtKAAX","00T8a000083EH2lEAG","","0","0","0","","","","","2023-02-10 00:03:21","0058a00000MNWtKAAX","2023-02-10 00:03:21","0058a00000MNWtKAAX","2023-02-10 00:03:21","0"
"0RT8a00003Ph3uHGAR","0058a00000MNWtKAAX","00T8a000083EH2mEAG","","0","0","0","","","","","2023-02-10 00:03:21","0058a00000MNWtKAAX","2023-02-10 00:03:21","0058a00000MNWtKAAX","2023-02-10 00:03:21","0"
"0RT8a00003Ph3uIGAR","0058a00000MNWtKAAX","00T8a000083EH2nEAG","","0","0","0","","","","","2023-02-10 00:03:21","0058a00000MNWtKAAX","2023-02-10 00:03:21","0058a00000MNWtKAAX","2023-02-10 00:03:21","0"
"0RT8a00003Ph3uJGAR","0058a00000MNWtKAAX","00T8a000083EH2oEAG","","0","0","0","","","","","2023-02-10 00:03:21","0058a00000MNWtKAAX","2023-02-10 00:03:21","0058a00000MNWtKAAX","2023-02-10 00:03:21","0"
"0RT8a00003Ph3uKGAR","0058a00000MNWtKAAX","00T8a000083EH2pEAG","","0","0","0","","","","","2023-02-10 00:03:21","0058a00000MNWtKAAX","2023-02-10 00:03:21","0058a00000MNWtKAAX","2023-02-10 00:03:21","0"
"0RT8a00003Ph3uLGAR","0058a00000MNWtKAAX","00T8a000083EH2qEAG","","0","0","0","","","","","2023-02-10 00:03:21","0058a00000MNWtKAAX","2023-02-10 00:03:21","0058a00000MNWtKAAX","2023-02-10 00:03:21","0"
"0RT8a00003Ph3uMGAR","0058a00000MNWtKAAX","00T8a000083EH2rEAG","","0","0","0","","","","","2023-02-10 00:03:21","0058a00000MNWtKAAX","2023-02-10 00:03:21","0058a00000MNWtKAAX","2023-02-10 00:03:21","0"
"0RT8a00003Ph3uNGAR","0058a00000MNWtKAAX","00T8a000083EH2sEAG","","0","0","0","","","","","2023-02-10 00:03:21","0058a00000MNWtKAAX","2023-02-10 00:03:21","0058a00000MNWtKAAX","2023-02-10 00:03:21","0"
"0RT8a00003Ph3uOGAR","0058a00000MNWtKAAX","00T8a000083EH2tEAG","","0","0","0","","","","","2023-02-10 00:03:21","0058a00000MNWtKAAX","2023-02-10 00:03:21","0058a00000MNWtKAAX","2023-02-10 00:03:21","0"
"0RT8a00003Ph3uPGAR","0038a00003C5aamAAB","00T8a000083EGHLEA4","","0","1","0","0018a000026k7HjAAI","","","","2023-02-10 00:03:21","0058a00000MNWtKAAX","2023-02-10 00:03:21","0058a00000MNWtKAAX","2023-02-10 00:03:21","0"
"0RT8a00003Ph3uQGAR","0038a00003C5aZfAAJ","00T8a000083EGHMEA4","","0","1","0","0018a000026k7HjAAI","","","","2023-02-10 00:03:21","0058a00000MNWtKAAX","2023-02-10 00:03:21","0058a00000MNWtKAAX","2023-02-10 00:03:21","0"
"0RT8a00003Ph3uRGAR","0038a00003C5aoyAAB","00T8a000083EGHNEA4","","0","1","0","0018a000026k7HjAAI","","","","2023-02-10 00:03:21","0058a00000MNWtKAAX","2023-02-10 00:03:21","0058a00000MNWtKAAX","2023-02-10 00:03:21","0"
"0RT8a00003Ph3uSGAR","0038a00003C5anxAAB","00T8a000083EGHOEA4","","0","1","0","0018a000026k7HjAAI","","","","2023-02-10 00:03:21","0058a00000MNWtKAAX","2023-02-10 00:03:21","0058a00000MNWtKAAX","2023-02-10 00:03:21","0"
"0RT8a00003Ph3uTGAR","0038a00003C5acnAAB","00T8a000083EH2kEAG","","0","1","0","0018a000026k7HjAAI","","","","2023-02-10 00:03:21","0058a00000MNWtKAAX","2023-02-10 00:03:21","0058a00000MNWtKAAX","2023-02-10 00:03:21","0"
"0RT8a00003Ph3uUGAR","0038a00003C5aZeAAJ","00T8a000083EH2lEAG","","0","1","0","0018a000026k7HjAAI","","","","2023-02-10 00:03:21","0058a00000MNWtKAAX","2023-02-10 00:03:21","0058a00000MNWtKAAX","2023-02-10 00:03:21","0"
"0RT8a00003Ph3uVGAR","0038a00003C5anvAAB","00T8a000083EH2mEAG","","0","1","0","0018a000026k7HjAAI","","","","2023-02-10 00:03:21","0058a00000MNWtKAAX","2023-02-10 00:03:21","0058a00000MNWtKAAX","2023-02-10 00:03:21","0"
"0RT8a00003Ph3uWGAR","0038a00003C5anwAAB","00T8a000083EH2nEAG","","0","1","0","0018a000026k7HjAAI","","","","2023-02-10 00:03:21","0058a00000MNWtKAAX","2023-02-10 00:03:21","0058a00000MNWtKAAX","2023-02-10 00:03:21","0"
"0RT8a00003Ph3uXGAR","0038a00003C5abVAAR","00T8a000083EH2oEAG","","0","1","0","0018a000026k7HjAAI","","","","2023-02-10 00:03:21","0058a00000MNWtKAAX","2023-02-10 00:03:21","0058a00000MNWtKAAX","2023-02-10 00:03:21","0"
"0RT8a00003Ph3uYGAR","0038a00003C5adbAAB","00T8a000083EH2pEAG","","0","1","0","0018a000026k7HjAAI","","","","2023-02-10 00:03:21","0058a00000MNWtKAAX","2023-02-10 00:03:21","0058a00000MNWtKAAX","2023-02-10 00:03:21","0"
"0RT8a00003Ph3uZGAR","0038a00003C5aaEAAR","00T8a000083EH2qEAG","","0","1","0","0018a000026k7HjAAI","","","","2023-02-10 00:03:21","0058a00000MNWtKAAX","2023-02-10 00:03:21","0058a00000MNWtKAAX","2023-02-10 00:03:21","0"
"0RT8a00003Ph3uaGAB","0038a00003C5aprAAB","00T8a000083EH2rEAG","","0","1","0","0018a000026k7HjAAI","","","","2023-02-10 00:03:21","0058a00000MNWtKAAX","2023-02-10 00:03:21","0058a00000MNWtKAAX","2023-02-10 00:03:21","0"
"0RT8a00003Ph3ubGAB","0038a00003C5apsAAB","00T8a000083EH2sEAG","","0","1","0","0018a000026k7HjAAI","","","","2023-02-10 00:03:21","0058a00000MNWtKAAX","2023-02-10 00:03:21","0058a00000MNWtKAAX","2023-02-10 00:03:21","0"
"0RT8a00003Ph3ucGAB","0038a00003C5aQrAAJ","00T8a000083EH2tEAG","","0","1","0","0018a000026k7HjAAI","","","","2023-02-10 00:03:21","0058a00000MNWtKAAX","2023-02-10 00:03:21","0058a00000MNWtKAAX","2023-02-10 00:03:21","0"
"0RT8a00003Ph3udGAB","0XB8a0000009ER4GAM","00T8a000083EGHLEA4","","1","1","0","","","","","2023-02-10 00:03:21","0058a00000MNWtKAAX","2023-02-10 00:03:21","0058a00000MNWtKAAX","2023-02-10 00:03:21","0"
"0RT8a00003Ph3ueGAB","0XB8a0000009ER4GAM","00T8a000083EGHMEA4","","1","1","0","","","","","2023-02-10 00:03:21","0058a00000MNWtKAAX","2023-02-10 00:03:21","0058a00000MNWtKAAX","2023-02-10 00:03:21","0"
"0RT8a00003Ph3ufGAB","0XB8a0000009ER4GAM","00T8a000083EGHNEA4","","1","1","0","","","","","2023-02-10 00:03:21","0058a00000MNWtKAAX","2023-02-10 00:03:21","0058a00000MNWtKAAX","2023-02-10 00:03:21","0"
"0RT8a00003Ph3ugGAB","0XB8a0000009ER4GAM","00T8a000083EGHOEA4","","1","1","0","","","","","2023-02-10 00:03:21","0058a00000MNWtKAAX","2023-02-10 00:03:21","0058a00000MNWtKAAX","2023-02-10 00:03:21","0"
"0RT8a00003Ph3uhGAB","0XB8a0000009ER4GAM","00T8a000083EH2kEAG","","1","1","0","","","","","2023-02-10 00:03:21","0058a00000MNWtKAAX","2023-02-10 00:03:21","0058a00000MNWtKAAX","2023-02-10 00:03:21","0"
"0RT8a00003Ph3uiGAB","0XB8a0000009ER4GAM","00T8a000083EH2lEAG","","1","1","0","","","","","2023-02-10 00:03:21","0058a00000MNWtKAAX","2023-02-10 00:03:21","0058a00000MNWtKAAX","2023-02-10 00:03:21","0"
"0RT8a00003Ph3ujGAB","0XB8a0000009ER4GAM","00T8a000083EH2mEAG","","1","1","0","","","","","2023-02-10 00:03:21","0058a00000MNWtKAAX","2023-02-10 00:03:21","0058a00000MNWtKAAX","2023-02-10 00:03:21","0"
"0RT8a00003Ph3ukGAB","0XB8a0000009ER4GAM","00T8a000083EH2nEAG","","1","1","0","","","","","2023-02-10 00:03:21","0058a00000MNWtKAAX","2023-02-10 00:03:21","0058a00000MNWtKAAX","2023-02-10 00:03:21","0"
"0RT8a00003Ph3ulGAB","0XB8a0000009ER4GAM","00T8a000083EH2oEAG","","1","1","0","","","","","2023-02-10 00:03:21","0058a00000MNWtKAAX","2023-02-10 00:03:21","0058a00000MNWtKAAX","2023-02-10 00:03:21","0"
"0RT8a00003Ph3umGAB","0XB8a0000009ER4GAM","00T8a000083EH2pEAG","","1","1","0","","","","","2023-02-10 00:03:21","0058a00000MNWtKAAX","2023-02-10 00:03:21","0058a00000MNWtKAAX","2023-02-10 00:03:21","0"
"0RT8a00003Ph3unGAB","0XB8a0000009ER4GAM","00T8a000083EH2qEAG","","1","1","0","","","","","2023-02-10 00:03:21","0058a00000MNWtKAAX","2023-02-10 00:03:21","0058a00000MNWtKAAX","2023-02-10 00:03:21","0"
"0RT8a00003Ph3uoGAB","0XB8a0000009ER4GAM","00T8a000083EH2rEAG","","1","1","0","","","","","2023-02-10 00:03:21","0058a00000MNWtKAAX","2023-02-10 00:03:21","0058a00000MNWtKAAX","2023-02-10 00:03:21","0"
"0RT8a00003Ph3upGAB","0XB8a0000009ER4GAM","00T8a000083EH2sEAG","","1","1","0","","","","","2023-02-10 00:03:21","0058a00000MNWtKAAX","2023-02-10 00:03:21","0058a00000MNWtKAAX","2023-02-10 00:03:21","0"
"0RT8a00003Ph3uqGAB","0XB8a0000009ER4GAM","00T8a000083EH2tEAG","","1","1","0","","","","","2023-02-10 00:03:21","0058a00000MNWtKAAX","2023-02-10 00:03:21","0058a00000MNWtKAAX","2023-02-10 00:03:21","0"
"0RT8a00003Ph4NNGAZ","0058a00000MNWtKAAX","00T8a000083EHKPEA4","","0","0","0","","","","","2023-02-10 00:13:23","0058a00000MNWtKAAX","2023-02-10 00:13:23","0058a00000MNWtKAAX","2023-02-10 00:13:56","0"
"0RT8a00003Ph4NOGAZ","0038a000037JQI5AAO","00T8a000083EHKPEA4","","0","1","0","0018a000020tZfXAAU","","","","2023-02-10 00:13:23","0058a00000MNWtKAAX","2023-02-10 00:13:23","0058a00000MNWtKAAX","2023-02-16 21:33:02","0"
"0RT8a00003Ph4NPGAZ","0018a000024zBDZAA2","00T8a000083EHKPEA4","","1","1","0","0018a000024zBDZAA2","","","","2023-02-10 00:13:23","0058a00000MNWtKAAX","2023-02-10 00:13:23","0058a00000MNWtKAAX","2023-02-10 00:13:56","0"
"0RT8a00003Ph4POGAZ","0058a00000MNWtKAAX","00T8a000083EHMLEA4","","0","0","0","","","","","2023-02-10 00:15:00","0058a00000MNWtKAAX","2023-02-10 00:15:00","0058a00000MNWtKAAX","2023-02-10 00:15:53","0"
"0RT8a00003Ph4PPGAZ","0038a00003A0xXEAAZ","00T8a000083EHMLEA4","","0","1","0","0018a000024zBBFAA2","","","","2023-02-10 00:15:00","0058a00000MNWtKAAX","2023-02-10 00:15:00","0058a00000MNWtKAAX","2023-02-10 00:15:53","0"
"0RT8a00003Ph4PQGAZ","0018a000024zBBFAA2","00T8a000083EHMLEA4","","1","1","0","0018a000024zBBFAA2","","","","2023-02-10 00:15:00","0058a00000MNWtKAAX","2023-02-10 00:15:00","0058a00000MNWtKAAX","2023-02-10 00:15:53","0"
"0RT8a00003Ph4eEGAR","0058a00000MNWtPAAX","00T8a000083EHYqEAO","","0","0","0","","","","","2023-02-10 00:30:11","0058a00000MNWtPAAX","2023-02-10 00:30:11","0058a00000MNWtPAAX","2023-02-10 00:30:11","0"
"0RT8a00003Ph4eFGAR","0038a00003A0PSvAAN","00T8a000083EHYqEAO","","0","1","0","0018a0000250KBlAAM","","","","2023-02-10 00:30:11","0058a00000MNWtPAAX","2023-02-10 00:30:11","0058a00000MNWtPAAX","2023-02-10 00:30:11","0"
"0RT8a00003PhcawGAB","0058a00000MNWtKAAX","00T8a000083EigTEAS","","0","0","0","","","","","2023-02-10 20:20:51","0058a00000MNWtKAAX","2023-02-10 20:20:51","0058a00000MNWtKAAX","2023-02-10 20:20:51","0"
"0RT8a00003PhcaxGAB","0038a00003A1ZaSAAV","00T8a000083EigTEAS","","0","1","0","0018a000024zB9mAAE","","","","2023-02-10 20:20:51","0058a00000MNWtKAAX","2023-02-10 20:20:51","0058a00000MNWtKAAX","2023-02-10 20:20:51","0"
"0RT8a00003PhcayGAB","0068a00001M5NkmAAF","00T8a000083EigTEAS","","1","1","0","0018a000024zJCgAAM","","","","2023-02-10 20:20:51","0058a00000MNWtKAAX","2023-02-10 20:20:51","0058a00000MNWtKAAX","2023-02-10 20:20:51","0"
"0RT8a00003PhebRGAR","0058a00000MNWtKAAX","00T8a000083Ek1LEAS","","0","0","0","","","","","2023-02-10 20:33:50","0058a00000MNWtKAAX","2023-02-10 20:33:50","0058a00000MNWtKAAX","2023-02-16 15:58:54","0"
"0RT8a00003PhfYKGAZ","0038a00003C5Ti9AAF","00T8a000083Ek1LEAS","","0","1","0","0018a000024zB8PAAU","","","","2023-02-10 20:33:50","0058a00000MNWtKAAX","2023-02-10 20:33:50","0058a00000MNWtKAAX","2023-02-16 15:58:54","0"
"0RT8a00003PhfYLGAZ","0068a00001JMc4nAAD","00T8a000083Ek1LEAS","","1","1","0","0018a000026k0PWAAY","","","","2023-02-10 20:33:50","0058a00000MNWtKAAX","2023-02-10 20:33:50","0058a00000MNWtKAAX","2023-02-16 15:58:54","0"
"0RT8a00003PkQHQGA3","0058a00000MNWtZAAX","00T8a000084Pg4LEAS","","0","0","0","","","","","2023-02-13 14:55:35","0058a00000MNWtZAAX","2023-02-13 14:55:35","0058a00000MNWtZAAX","2023-02-13 14:55:35","0"
"0RT8a00003QIbMvGAL","0058a00000MNWtKAAX","00T8a000084Q6QfEAK","","0","0","0","","","","","2023-02-13 21:33:32","0058a00000MNWtKAAX","2023-02-13 21:33:32","0058a00000MNWtKAAX","2023-02-15 17:03:20","0"
"0RT8a00003QIbS3GAL","0058a00000MNWtKAAX","00T8a000084Q6VKEA0","","0","0","0","","","","","2023-02-13 21:41:48","0058a00000MNWtKAAX","2023-02-13 21:41:48","0058a00000MNWtKAAX","2023-02-15 17:15:33","0"
"0RT8a00003QIbS4GAL","0038a00003C5aQrAAJ","00T8a000084Q6VKEA0","","0","1","0","0018a000026k7HjAAI","","","","2023-02-13 21:41:48","0058a00000MNWtKAAX","2023-02-13 21:41:48","0058a00000MNWtKAAX","2023-02-15 17:15:33","0"
"0RT8a00003QIbS5GAL","0068a00001JMnTiAAL","00T8a000084Q6VKEA0","","1","1","0","0018a000020sbSpAAI","","","","2023-02-13 21:41:48","0058a00000MNWtKAAX","2023-02-13 21:41:48","0058a00000MNWtKAAX","2023-02-15 17:15:33","0"
"0RT8a00003QIbwzGAD","0038a00003C5721AAB","00T8a000084Q6QfEAK","","0","1","0","0018a000024zB8PAAU","","","","2023-02-13 21:33:32","0058a00000MNWtKAAX","2023-02-13 21:33:32","0058a00000MNWtKAAX","2023-02-15 17:03:20","0"
"0RT8a00003QIbx0GAD","0068a00001M8kB0AAJ","00T8a000084Q6QfEAK","","1","1","0","0018a000026jg2TAAQ","","","","2023-02-13 21:33:32","0058a00000MNWtKAAX","2023-02-13 21:33:32","0058a00000MNWtKAAX","2023-02-15 17:03:20","0"
