"Id","RelationId","EventId","ChildEventId","IsWhat","IsParent","IsInvitee","AccountId","Status","RespondedDate","Response","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","IsDeleted"
"0RE8a00000LKsTeGAL","0038a00003A0xXDAAZ","00U8a00000qEJj3EAG","","0","1","0","0018a000024zBBFAA2","","","","2023-01-30 17:35:29","0058a00000MNWtKAAX","2023-01-30 17:35:29","0058a00000MNWtKAAX","2023-01-30 17:35:29","0"
"0RE8a00000LKsTfGAL","0068a00001M87tuAAB","00U8a00000qEJj3EAG","","1","1","0","0018a000024zJCCAA2","","","","2023-01-30 17:35:29","0058a00000MNWtKAAX","2023-01-30 17:35:29","0058a00000MNWtKAAX","2023-01-30 17:35:29","0"
"0RE8a00000LL0oEGAT","0058a00000MNWtKAAX","00U8a00000qERBoEAO","","0","0","0","","","","","2023-01-31 22:20:22","0058a00000MNWtKAAX","2023-01-31 22:20:22","0058a00000MNWtKAAX","2023-01-31 22:20:22","0"
"0RE8a00000LL0oFGAT","0038a000039zpQaAAI","00U8a00000qERBoEAO","","0","1","0","0018a000024zB8PAAU","","","","2023-01-31 22:20:22","0058a00000MNWtKAAX","2023-01-31 22:20:22","0058a00000MNWtKAAX","2023-01-31 22:20:22","0"
"0RE8a00000LL0oGGAT","0018a000024zB8PAAU","00U8a00000qERBoEAO","","1","1","0","0018a000024zB8PAAU","","","","2023-01-31 22:20:22","0058a00000MNWtKAAX","2023-01-31 22:20:22","0058a00000MNWtKAAX","2023-01-31 22:20:22","0"
"0RE8a00000LL4HiGAL","0058a00000MNWtKAAX","00U8a00000qETGHEA4","","0","0","0","","","","","2023-02-01 13:46:16","0058a00000MNWtKAAX","2023-02-01 13:46:16","0058a00000MNWtKAAX","2023-02-01 22:10:02","0"
"0RE8a00000Ldd6tGAB","0058a00000MNWtKAAX","00U8a00000pzaBrEAI","","0","0","0","","","","","2023-02-07 20:25:05","0058a00000MNWtKAAX","2023-02-07 20:25:05","0058a00000MNWtKAAX","2023-02-07 20:25:05","0"
"0RE8a00000Ldd6uGAB","0038a00003C5aQrAAJ","00U8a00000pzaBrEAI","","0","1","0","0018a000026k7HjAAI","","","","2023-02-07 20:25:05","0058a00000MNWtKAAX","2023-02-07 20:25:05","0058a00000MNWtKAAX","2023-02-07 20:25:05","0"
"0RE8a00000Ldd6vGAB","0018a000026k7HjAAI","00U8a00000pzaBrEAI","","1","1","0","0018a000026k7HjAAI","","","","2023-02-07 20:25:05","0058a00000MNWtKAAX","2023-02-07 20:25:05","0058a00000MNWtKAAX","2023-02-07 20:25:05","0"
"0RE8a00000LdmH2GAJ","0058a00000MNWtPAAX","00U8a00000pzjBLEAY","","0","0","0","","","","","2023-02-10 00:03:22","0058a00000MNWtPAAX","2023-02-10 00:03:22","0058a00000MNWtPAAX","2023-02-10 00:03:22","0"
"0RE8a00000LdmH7GAJ","0058a00000MNWtPAAX","00U8a00000pzjBQEAY","","0","0","0","","","","","2023-02-10 00:03:47","0058a00000MNWtPAAX","2023-02-10 00:03:47","0058a00000MNWtPAAX","2023-02-10 00:03:47","0"
"0RE8a00000LeSojGAF","0058a00000MNWtPAAX","00U8a00000q0FxbEAE","","0","0","0","","","","","2023-02-17 00:21:02","0058a00000MNWtPAAX","2023-02-17 00:21:02","0058a00000MNWtPAAX","2023-02-17 00:21:02","0"
"0RE8a00000LeSoyGAF","0058a00000MNWtPAAX","00U8a00000q0FxlEAE","","0","0","0","","","","","2023-02-17 00:21:34","0058a00000MNWtPAAX","2023-02-17 00:21:34","0058a00000MNWtPAAX","2023-02-17 00:21:34","0"
"0RE8a00000LeSprGAF","0058a00000MNWtPAAX","00U8a00000q0FyUEAU","","0","0","0","","","","","2023-02-17 00:25:32","0058a00000MNWtPAAX","2023-02-17 00:25:32","0058a00000MNWtPAAX","2023-02-17 00:25:32","0"
