"Id","IsDeleted","Name","CurrencyIsoCode","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","ContactId","Date","AllEmailsTrackedSentCount","AllEmailsHardBouncedCount","AllEmailsSoftBouncedCount","AllEmailsOutOfOfficeCount","AllCallsMeaningfulConnect","AllCallsNotInterested","AllCallsUnqualified","AllCallsLeftVoicemail","AllCallsCallBackLater","AllCallsUncategorized","UniqueEmailsOpenedCount","UniqueEmailsRepliedCount","UniqueEmailsLinkClickedCount","DailyCutOffTimeStamp","AllEmailsUntrackedSentCount","DateInt","LinkClickTrackableSends","OpenTrackableSends","ReplyTrackableSends","SoftBounceTrackableSends","HardBounceTrackableSends","OutOfOfficeTrackableSends"
"0mO8a0000006YOQEA2","0","","MXN","2023-08-28 20:14:00","0058a00000L2IR7AAN","2023-08-28 20:14:00","0058a00000L2IR7AAN","2023-08-28 20:14:00","0038a00003DOS3VAAX","2023-08-28 00:00:00","","","","","","","","","","","1","","","2023-08-28 00:00:00","","20230828","","","","","",""
