"Id","IsDeleted","Name","CurrencyIsoCode","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","JobName","TaskName","Status","TaskContext"
"9gd8a0000000ee4AAA","0","00000001","000","2022-05-27 18:12:58","0058a00000L2IR7AAN","2022-05-27 18:13:02","0058a00000L2IR7AAN","2022-05-27 18:13:02","SLARelated","CreateSLASampleData","Completed","{""entitlementIds"":""[\""5508a000000SC1GAAW\""]"",""slaProcessIds"":""[\""5528a000000YSrWAAW\""]"",""accountIds"":""[\""0018a00001ohH94AAE\""]"",""milestoneTypeIds"":""[\""5578a000000XbwnAAC\"",\""5578a000000XbwoAAC\"",\""5578a000000XbwpAAC\""]""}"
