"Id","IsDeleted","Name","CurrencyIsoCode","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","TemplateApiName","TemplateVersion","FolderId","RequestType","RequestStatus","FailedReason","Configuration","RequestLog"
"0UZ8a000000QKagGAG","0","Creating Activity App","MXN","2023-02-11 17:41:06","0058a00000MNWuDAAX","2023-02-11 17:44:52","0058a00000L2IR7AAN","2023-02-11 17:44:52","sfdc_internal__ActivityAnalytics","51.1","00l8a0000035WcMAAU","WaveAppCreate","Success","","{""appConfiguration"":{""failOnDuplicateNames"":true,""autoShareWithLicensedUsers"":false,""autoShareWithOriginator"":true,""deleteAppOnConstructionFailure"":true,""licenseAttributes"":null,""values"":{""IsContractEnabledForEAC"":false,""OrgLookBackWindow"":180,""OrgHasRolesHelpText"":""The dashboard includes only customer activities that you and your subordinates own because your company uses role hierarchy."",""isActivityAnalyticsFullRefreshEnabled"":false,""IsProgrammatic"":true,""OrgHasContracts"":true,""IsQuoteEnabledForEAC"":false,""IsRuntime"":false,""OrgHasQuotes"":true,""OrgHasManyWho"":true,""OrgHasUserRoles"":true},""dynamicOptions"":{},""folderId"":null,""appName"":null,""appLabel"":null,""appDescription"":null},""waveEnableConfiguration"":{""replicationEnabled"":false,""inheritedSharingEnabled"":false},""originatingUserId"":null,""originatingOrgId"":null,""templateApiName"":""sfdc_internal__ActivityAnalytics"",""parentRequestIds"":[],""installInsights"":false,""installWaveReplication"":false}","La solicitud de instalación automática se completó correctamente."
